Elapsed time,HeightMSL,      P, Temp,   RH, Dewp,  Dir,Speed,GpsHeightMSL,AscRate,     Pc,       Lat,       Lon, VirT,PotTemp,          KeyFlags
           s,        m,    hPa,   °C,    %,   °C,    °,  m/s,           m,    m/s,    hPa,         °,         °,   °C,     °C,                  
        3273,    19086,  65.60,-59.0, 2.09,-85.8,243.8,  7.7,       19086,    6.0,  65.60,-33.450382,153.660871,-59.0,  195.0,          Pi      
        3274,    19093,  65.54,-58.9, 2.08,-85.8,243.2,  7.6,       19092,    6.3,  65.54,-33.450349,153.660941,-58.9,  195.2,                  
        3275,    19099,  65.46,-58.9, 2.08,-85.9,242.4,  7.6,       19099,    6.7,  65.46,-33.450318,153.661011,-58.9,  195.3,          Pi      
        3276,    19106,  65.38,-58.9, 2.07,-85.9,241.7,  7.5,       19106,    6.8,  65.38,-33.450287,153.661080,-58.9,  195.5,                  
        3277,    19112,  65.32,-59.0, 2.07,-85.9,240.8,  7.5,       19113,    6.5,  65.32,-33.450256,153.661148,-59.0,  195.6,  d v     Pi      
        3278,    19119,  65.26,-59.0, 2.06,-85.9,239.7,  7.4,       19119,    6.2,  65.26,-33.450223,153.661217,-59.0,  195.7,          PiTiUi  
        3279,    19125,  65.19,-59.0, 2.06,-85.9,238.3,  7.3,       19125,    6.2,  65.19,-33.450189,153.661285,-59.0,  195.9,                  
        3280,    19131,  65.13,-59.0, 2.06,-85.9,236.8,  7.2,       19131,    6.2,  65.13,-33.450153,153.661352,-59.0,  196.0,                  
        3281,    19137,  65.06,-59.0, 2.05,-85.9,235.2,  7.1,       19137,    6.4,  65.06,-33.450114,153.661419,-59.0,  196.1,                  
        3282,    19144,  65.00,-59.0, 2.05,-86.0,233.6,  7.0,       19144,    6.4,  65.00,-33.450070,153.661486,-59.0,  196.3,                  
        3283,    19150,  64.93,-58.9, 2.04,-86.0,232.3,  6.9,       19150,    6.4,  64.93,-33.450021,153.661554,-58.9,  196.4,          PiTiUi  
        3284,    19157,  64.86,-58.9, 2.04,-86.0,231.1,  6.8,       19157,    6.2,  64.86,-33.449969,153.661623,-58.9,  196.6,                  
        3285,    19163,  64.80,-59.0, 2.03,-86.0,229.9,  6.8,       19163,    6.0,  64.80,-33.449916,153.661693,-59.0,  196.7,          PiTiUi  
        3286,    19168,  64.74,-59.0, 2.02,-86.0,228.5,  6.7,       19168,    5.9,  64.74,-33.449861,153.661763,-59.0,  196.8,          PiTiUi  
        3287,    19174,  64.68,-59.0, 2.02,-86.0,227.1,  6.6,       19174,    6.0,  64.68,-33.449805,153.661832,-59.0,  196.9,                  
        3288,    19181,  64.62,-59.0, 2.01,-86.1,225.7,  6.5,       19181,    6.2,  64.62,-33.449749,153.661901,-59.0,  197.1,          PiTiUi  
        3289,    19187,  64.55,-58.9, 2.00,-86.1,224.3,  6.4,       19187,    6.4,  64.55,-33.449692,153.661967,-58.9,  197.3,          PiTiUi  
        3290,    19193,  64.48,-58.9, 2.00,-86.1,222.8,  6.4,       19193,    6.4,  64.48,-33.449636,153.662028,-58.9,  197.5,                  
        3291,    19200,  64.42,-58.8, 1.99,-86.0,221.4,  6.3,       19200,    6.4,  64.42,-33.449582,153.662082,-58.8,  197.8,          Pi      
        3292,    19206,  64.36,-58.8, 1.98,-86.0,219.6,  6.2,       19206,    6.4,  64.36,-33.449531,153.662128,-58.8,  198.0,                  
        3293,    19213,  64.29,-58.7, 1.98,-86.0,217.4,  6.1,       19213,    6.5,  64.29,-33.449485,153.662167,-58.7,  198.3,                  
        3294,    19219,  64.22,-58.6, 1.97,-85.9,214.9,  6.0,       19219,    6.4,  64.22,-33.449444,153.662201,-58.6,  198.6,                  
        3295,    19226,  64.16,-58.6, 1.97,-85.9,212.1,  5.9,       19225,    6.4,  64.16,-33.449407,153.662229,-58.6,  198.9,                  
        3296,    19232,  64.09,-58.5, 1.96,-85.9,209.4,  5.8,       19232,    6.4,  64.09,-33.449372,153.662254,-58.5,  199.1,                  
        3297,    19238,  64.02,-58.5, 1.96,-85.9,206.8,  5.8,       19238,    6.4,  64.02,-33.449337,153.662276,-58.5,  199.3,          PiTiUi  
        3298,    19245,  63.96,-58.5, 1.96,-85.9,204.4,  5.7,       19245,    6.5,  63.96,-33.449302,153.662296,-58.5,  199.5,          PiTiUi  
        3299,    19251,  63.89,-58.5, 1.95,-85.9,202.0,  5.7,       19251,    6.5,  63.89,-33.449265,153.662312,-58.5,  199.7,          PiTiUi  
        3300,    19258,  63.83,-58.5, 1.95,-85.9,199.6,  5.7,       19258,    6.6,  63.83,-33.449226,153.662326,-58.5,  199.8,                  
        3301,    19265,  63.76,-58.4, 1.95,-85.9,197.2,  5.7,       19265,    6.8,  63.76,-33.449184,153.662336,-58.4,  200.0,                  
        3302,    19272,  63.69,-58.4, 1.95,-85.8,194.9,  5.7,       19272,    6.9,  63.69,-33.449140,153.662344,-58.4,  200.2,          PiTiUi  
        3303,    19279,  63.62,-58.4, 1.95,-85.8,192.6,  5.7,       19279,    7.0,  63.62,-33.449092,153.662351,-58.4,  200.4,          PiTiUi  
        3304,    19286,  63.54,-58.4, 1.95,-85.8,190.2,  5.7,       19286,    7.0,  63.54,-33.449043,153.662357,-58.4,  200.7,                  
        3305,    19292,  63.48,-58.3, 1.95,-85.8,187.7,  5.7,       19293,    6.8,  63.48,-33.448992,153.662362,-58.3,  200.9,                  
        3306,    19299,  63.41,-58.3, 1.95,-85.7,185.3,  5.8,       19299,    6.7,  63.41,-33.448941,153.662368,-58.3,  201.1,          Pi      
        3307,    19306,  63.35,-58.3, 1.95,-85.7,182.9,  5.8,       19306,    6.5,  63.35,-33.448889,153.662371,-58.3,  201.3,          PiTiUi  
        3308,    19312,  63.28,-58.2, 1.95,-85.7,180.5,  5.9,       19312,    6.3,  63.28,-33.448837,153.662374,-58.2,  201.5,          PiTiUi  
        3309,    19318,  63.22,-58.2, 1.95,-85.7,178.2,  5.9,       19318,    6.1,  63.22,-33.448786,153.662373,-58.2,  201.7,          PiTiUi  
        3310,    19324,  63.16,-58.2, 1.95,-85.7,175.9,  6.0,       19324,    6.0,  63.16,-33.448736,153.662370,-58.2,  201.8,                  
        3311,    19330,  63.10,-58.2, 1.95,-85.7,173.6,  6.1,       19330,    5.9,  63.10,-33.448686,153.662363,-58.2,  202.0,                  
        3312,    19336,  63.04,-58.2, 1.95,-85.7,171.5,  6.2,       19336,    6.0,  63.04,-33.448638,153.662353,-58.2,  202.1,          PiTiUi  
        3313,    19342,  62.98,-58.2, 1.95,-85.7,169.5,  6.3,       19342,    6.1,  62.98,-33.448590,153.662340,-58.2,  202.2,          PiTiUi  
        3314,    19348,  62.91,-58.2, 1.95,-85.7,167.7,  6.4,       19348,    6.3,  62.91,-33.448540,153.662325,-58.2,  202.3,          PiTiUi  
        3315,    19355,  62.85,-58.2, 1.94,-85.7,166.1,  6.5,       19354,    6.5,  62.85,-33.448487,153.662307,-58.2,  202.4,  d v     PiTiUi  
        3316,    19361,  62.79,-58.2, 1.94,-85.7,164.6,  6.6,       19361,    6.7,  62.79,-33.448429,153.662288,-58.2,  202.6,                  
        3317,    19368,  62.72,-58.2, 1.94,-85.7,163.3,  6.7,       19368,    6.9,  62.72,-33.448367,153.662265,-58.2,  202.7,          PiTiUi  
        3318,    19375,  62.65,-58.2, 1.94,-85.7,161.9,  6.7,       19375,    6.9,  62.65,-33.448299,153.662241,-58.2,  202.9,                  
        3319,    19382,  62.58,-58.2, 1.94,-85.7,160.2,  6.8,       19382,    6.8,  62.58,-33.448227,153.662214,-58.2,  203.1,                  
        3320,    19388,  62.52,-58.2, 1.94,-85.7,158.5,  6.9,       19389,    6.5,  62.52,-33.448152,153.662185,-58.2,  203.3,                  
        3321,    19395,  62.45,-58.2, 1.94,-85.7,156.8,  7.0,       19395,    6.3,  62.45,-33.448078,153.662154,-58.2,  203.4,                  
        3322,    19401,  62.39,-58.2, 1.94,-85.7,155.3,  7.1,       19401,    6.1,  62.39,-33.448008,153.662121,-58.2,  203.6,          Pi      
        3323,    19407,  62.33,-58.2, 1.94,-85.7,154.0,  7.2,       19407,    6.1,  62.33,-33.447940,153.662086,-58.2,  203.7,          Pi      
        3324,    19413,  62.27,-58.2, 1.94,-85.7,152.7,  7.2,       19413,    6.0,  62.27,-33.447875,153.662048,-58.2,  203.8,                  
        3325,    19419,  62.22,-58.2, 1.94,-85.7,151.5,  7.3,       19419,    6.1,  62.22,-33.447812,153.662007,-58.2,  204.0,                  
        3326,    19425,  62.15,-58.2, 1.95,-85.7,150.5,  7.3,       19425,    6.3,  62.15,-33.447751,153.661963,-58.2,  204.1,          PiTiUi  
        3327,    19432,  62.09,-58.2, 1.95,-85.7,149.6,  7.4,       19432,    6.4,  62.09,-33.447691,153.661917,-58.2,  204.2,                  
        3328,    19438,  62.02,-58.2, 1.96,-85.6,148.6,  7.4,       19438,    6.5,  62.02,-33.447630,153.661867,-58.2,  204.3,          PiTiUi  
        3329,    19445,  61.96,-58.2, 1.97,-85.6,147.5,  7.5,       19445,    6.5,  61.96,-33.447569,153.661815,-58.2,  204.5,                  
        3330,    19451,  61.89,-58.2, 1.97,-85.6,146.0,  7.5,       19451,    6.3,  61.89,-33.447507,153.661761,-58.2,  204.6,                  
        3331,    19457,  61.84,-58.2, 1.98,-85.6,144.3,  7.5,       19457,    6.2,  61.84,-33.447444,153.661706,-58.2,  204.7,                  
        3332,    19463,  61.78,-58.2, 1.99,-85.6,142.7,  7.6,       19463,    6.2,  61.78,-33.447382,153.661651,-58.2,  204.8,                  
        3333,    19470,  61.71,-58.2, 1.99,-85.6,141.2,  7.6,       19470,    6.3,  61.71,-33.447318,153.661597,-58.2,  205.0,                  
        3334,    19476,  61.65,-58.2, 2.00,-85.5,139.9,  7.6,       19476,    6.3,  61.65,-33.447252,153.661544,-58.2,  205.1,          PiTiUi  
        3335,    19482,  61.59,-58.2, 2.00,-85.5,138.7,  7.6,       19482,    6.1,  61.59,-33.447187,153.661493,-58.2,  205.2,                  
        3336,    19488,  61.53,-58.2, 2.01,-85.5,137.2,  7.6,       19488,    5.8,  61.53,-33.447122,153.661443,-58.2,  205.3,                  
        3337,    19494,  61.48,-58.2, 2.01,-85.5,135.6,  7.6,       19494,    5.6,  61.48,-33.447060,153.661391,-58.2,  205.4,                  
        3338,    19499,  61.43,-58.3, 2.01,-85.6,134.0,  7.6,       19499,    5.8,  61.43,-33.447002,153.661336,-58.3,  205.5,                  
        3339,    19506,  61.36,-58.3, 2.01,-85.6,132.5,  7.6,       19505,    6.1,  61.36,-33.446947,153.661275,-58.3,  205.5,          PiTiUi  
        3340,    19512,  61.30,-58.4, 2.00,-85.6,131.2,  7.6,       19512,    6.5,  61.30,-33.446897,153.661208,-58.4,  205.6,          PiTiUi  
        3341,    19519,  61.24,-58.4, 2.00,-85.7,129.8,  7.5,       19519,    6.7,  61.24,-33.446851,153.661136,-58.4,  205.6,                  
        3342,    19526,  61.16,-58.4, 1.99,-85.7,128.1,  7.5,       19526,    6.8,  61.16,-33.446808,153.661061,-58.4,  205.8,                  
        3343,    19532,  61.10,-58.4, 1.99,-85.7,126.3,  7.5,       19532,    6.7,  61.10,-33.446768,153.660982,-58.4,  205.9,                  
        3344,    19539,  61.04,-58.4, 1.98,-85.8,124.5,  7.4,       19539,    6.5,  61.04,-33.446730,153.660903,-58.4,  206.0,                  
        3345,    19545,  60.98,-58.4, 1.97,-85.8,122.6,  7.4,       19545,    6.4,  60.98,-33.446697,153.660823,-58.4,  206.2,                  
        3346,    19552,  60.92,-58.4, 1.96,-85.8,120.8,  7.4,       19552,    6.4,  60.92,-33.446666,153.660744,-58.4,  206.4,                  
        3347,    19558,  60.85,-58.3, 1.95,-85.8,119.3,  7.3,       19558,    6.4,  60.85,-33.446635,153.660664,-58.3,  206.7,                  
        3348,    19564,  60.79,-58.3, 1.94,-85.8,118.1,  7.3,       19564,    6.2,  60.79,-33.446605,153.660587,-58.3,  206.9,          Pi      
        3349,    19570,  60.73,-58.2, 1.93,-85.7,117.2,  7.3,       19570,    6.1,  60.73,-33.446576,153.660509,-58.2,  207.2,                  
        3350,    19576,  60.68,-58.1, 1.93,-85.7,116.3,  7.2,       19576,    6.0,  60.68,-33.446552,153.660434,-58.1,  207.4,          PiTiUi  
        3351,    19582,  60.62,-58.1, 1.92,-85.7,115.5,  7.2,       19582,    6.1,  60.62,-33.446530,153.660361,-58.1,  207.7,                  
        3352,    19589,  60.56,-58.1, 1.91,-85.7,114.6,  7.2,       19588,    6.3,  60.56,-33.446510,153.660287,-58.1,  207.9,          PiTiUi  
        3353,    19595,  60.50,-58.0, 1.91,-85.7,113.5,  7.1,       19595,    6.5,  60.50,-33.446492,153.660214,-58.0,  208.1,                  
        3354,    19602,  60.43,-58.0, 1.91,-85.7,112.0,  7.1,       19602,    6.5,  60.43,-33.446476,153.660139,-58.0,  208.2,                  
        3355,    19608,  60.37,-58.0, 1.90,-85.7,110.4,  7.0,       19608,    6.4,  60.37,-33.446463,153.660063,-58.0,  208.4,                  
        3356,    19614,  60.31,-58.0, 1.90,-85.7,108.7,  6.9,       19614,    6.2,  60.31,-33.446450,153.659983,-58.0,  208.5,                  
        3357,    19621,  60.25,-58.0, 1.90,-85.7,107.1,  6.9,       19621,    6.3,  60.25,-33.446435,153.659901,-58.0,  208.7,                  
        3358,    19627,  60.19,-58.0, 1.90,-85.7,105.6,  6.8,       19627,    6.3,  60.19,-33.446420,153.659818,-58.0,  208.8,                  
        3359,    19633,  60.13,-58.0, 1.90,-85.7,104.3,  6.7,       19633,    6.4,  60.13,-33.446406,153.659737,-58.0,  209.0,  d v             
        3360,    19640,  60.07,-58.0, 1.90,-85.7,103.2,  6.7,       19640,    6.3,  60.07,-33.446396,153.659659,-58.0,  209.1,          PiTiUi  
        3361,    19646,  60.01,-58.0, 1.91,-85.7,102.3,  6.6,       19646,    6.3,  60.01,-33.446388,153.659585,-58.0,  209.2,                  
        3362,    19652,  59.95,-58.1, 1.91,-85.7,101.3,  6.6,       19652,    6.3,  59.95,-33.446381,153.659513,-58.1,  209.3,          PiTiUi  
        3363,    19659,  59.89,-58.1, 1.91,-85.7,100.2,  6.5,       19659,    6.3,  59.89,-33.446376,153.659443,-58.1,  209.4,          PiTiUi  
        3364,    19665,  59.83,-58.1, 1.91,-85.7, 99.1,  6.4,       19665,    6.3,  59.83,-33.446370,153.659375,-58.1,  209.5,          PiTiUi  
        3365,    19671,  59.77,-58.1, 1.91,-85.7, 97.9,  6.4,       19671,    6.3,  59.77,-33.446365,153.659309,-58.1,  209.6,          PiTiUi  
        3366,    19677,  59.71,-58.1, 1.91,-85.7, 96.8,  6.3,       19677,    6.2,  59.71,-33.446359,153.659244,-58.1,  209.7,                  
        3367,    19683,  59.65,-58.1, 1.91,-85.7, 95.6,  6.2,       19683,    6.1,  59.65,-33.446353,153.659181,-58.1,  209.8,                  
        3368,    19689,  59.60,-58.1, 1.92,-85.7, 94.4,  6.1,       19689,    6.1,  59.60,-33.446347,153.659117,-58.1,  210.0,                  
        3369,    19696,  59.54,-58.1, 1.91,-85.7, 93.5,  6.1,       19696,    6.2,  59.54,-33.446343,153.659052,-58.1,  210.1,          PiTiUi  
        3370,    19702,  59.48,-58.1, 1.92,-85.7, 92.6,  6.0,       19702,    6.3,  59.48,-33.446341,153.658985,-58.1,  210.3,          PiTiUi  
        3371,    19708,  59.42,-58.1, 1.92,-85.7, 91.7,  5.9,       19708,    6.2,  59.42,-33.446338,153.658916,-58.1,  210.4,                  
        3372,    19714,  59.36,-58.1, 1.92,-85.7, 90.7,  5.8,       19714,    6.1,  59.36,-33.446336,153.658846,-58.1,  210.6,                  
        3373,    19720,  59.30,-58.1, 1.92,-85.7, 89.6,  5.8,       19720,    6.0,  59.30,-33.446337,153.658776,-58.1,  210.8,                  
        3374,    19726,  59.25,-58.0, 1.92,-85.7, 88.6,  5.7,       19726,    6.0,  59.25,-33.446341,153.658710,-58.0,  211.0,                  
        3375,    19732,  59.19,-58.0, 1.92,-85.6, 87.7,  5.6,       19732,    6.1,  59.19,-33.446348,153.658648,-58.0,  211.2,          PiTiUi  
        3376,    19739,  59.13,-58.0, 1.92,-85.6, 86.9,  5.5,       19739,    6.2,  59.13,-33.446358,153.658591,-58.0,  211.3,          PiTiUi  
        3377,    19745,  59.07,-58.0, 1.92,-85.6, 86.2,  5.4,       19745,    6.2,  59.07,-33.446369,153.658538,-58.0,  211.5,          PiTiUi  
        3378,    19751,  59.01,-58.0, 1.92,-85.6, 85.5,  5.4,       19751,    6.1,  59.01,-33.446381,153.658487,-58.0,  211.7,                  
        3379,    19757,  58.96,-58.0, 1.92,-85.6, 84.7,  5.3,       19757,    6.0,  58.96,-33.446393,153.658439,-58.0,  211.8,                  
        3380,    19763,  58.90,-58.0, 1.92,-85.6, 84.0,  5.2,       19763,    6.1,  58.90,-33.446404,153.658391,-58.0,  211.9,                  
        3381,    19770,  58.84,-58.0, 1.93,-85.6, 83.4,  5.1,       19770,    6.4,  58.84,-33.446413,153.658342,-58.0,  212.0,          PiTiUi  
        3382,    19776,  58.78,-58.0, 1.93,-85.6, 82.9,  5.1,       19776,    6.5,  58.78,-33.446422,153.658292,-58.0,  212.1,          PiTiUi  
        3383,    19782,  58.72,-58.0, 1.93,-85.6, 82.5,  5.0,       19783,    6.4,  58.72,-33.446433,153.658241,-58.0,  212.2,  d v             
        3384,    19789,  58.66,-58.1, 1.93,-85.6, 82.1,  5.0,       19789,    6.2,  58.66,-33.446447,153.658190,-58.1,  212.3,          PiTiUi  
        3385,    19795,  58.61,-58.1, 1.94,-85.7, 81.8,  4.9,       19795,    6.1,  58.61,-33.446462,153.658137,-58.1,  212.3,                  
        3386,    19801,  58.55,-58.1, 1.94,-85.7, 81.4,  4.8,       19801,    6.1,  58.55,-33.446478,153.658084,-58.1,  212.4,                  
        3387,    19807,  58.49,-58.2, 1.94,-85.7, 81.1,  4.8,       19807,    6.1,  58.49,-33.446494,153.658030,-58.2,  212.5,          PiTiUi  
        3388,    19813,  58.43,-58.2, 1.95,-85.7, 80.7,  4.7,       19813,    6.1,  58.43,-33.446510,153.657975,-58.2,  212.6,                  
        3389,    19819,  58.38,-58.2, 1.95,-85.7, 80.4,  4.7,       19819,    5.9,  58.38,-33.446525,153.657921,-58.2,  212.7,                  
        3390,    19825,  58.33,-58.2, 1.96,-85.7, 80.1,  4.6,       19825,    5.8,  58.33,-33.446538,153.657868,-58.2,  212.8,                  
        3391,    19831,  58.28,-58.2, 1.96,-85.6, 79.8,  4.5,       19831,    5.8,  58.28,-33.446548,153.657815,-58.2,  212.9,                  
        3392,    19837,  58.22,-58.2, 1.96,-85.6, 79.7,  4.5,       19837,    6.0,  58.22,-33.446555,153.657764,-58.2,  213.1,          PiTiUi  
        3393,    19843,  58.16,-58.2, 1.97,-85.6, 79.6,  4.4,       19843,    6.2,  58.16,-33.446560,153.657714,-58.2,  213.2,                  
        3394,    19849,  58.10,-58.2, 1.97,-85.6, 79.5,  4.4,       19849,    6.3,  58.10,-33.446563,153.657667,-58.2,  213.4,                  
        3395,    19855,  58.04,-58.2, 1.98,-85.6, 79.5,  4.3,       19855,    6.3,  58.04,-33.446562,153.657621,-58.2,  213.5,                  
        3396,    19862,  57.99,-58.2, 1.98,-85.6, 79.5,  4.3,       19862,    6.2,  57.99,-33.446561,153.657577,-58.2,  213.6,          PiTiUi  
        3397,    19868,  57.93,-58.2, 1.98,-85.6, 79.5,  4.2,       19868,    6.2,  57.93,-33.446560,153.657534,-58.2,  213.7,                  
        3398,    19874,  57.88,-58.2, 1.98,-85.6, 79.6,  4.2,       19874,    6.1,  57.88,-33.446563,153.657492,-58.2,  213.8,          PiTiUi  
        3399,    19880,  57.82,-58.3, 1.99,-85.6, 79.8,  4.1,       19880,    6.0,  57.82,-33.446567,153.657451,-58.3,  213.9,          PiTiUi  
        3400,    19886,  57.76,-58.3, 1.99,-85.6, 80.0,  4.1,       19886,    5.9,  57.76,-33.446573,153.657411,-58.3,  214.0,                  
        3401,    19892,  57.71,-58.3, 1.99,-85.6, 80.2,  4.1,       19892,    5.8,  57.71,-33.446579,153.657373,-58.3,  214.0,                  
        3402,    19897,  57.66,-58.3, 1.99,-85.7, 80.5,  4.0,       19897,    5.7,  57.66,-33.446586,153.657336,-58.3,  214.1,          PiTiUi  
        3403,    19903,  57.61,-58.4, 1.99,-85.7, 80.8,  4.0,       19903,    5.8,  57.61,-33.446594,153.657302,-58.4,  214.1,                  
        3404,    19909,  57.55,-58.4, 1.99,-85.7, 81.3,  4.0,       19909,    5.9,  57.55,-33.446600,153.657269,-58.4,  214.2,                  
        3405,    19915,  57.50,-58.4, 1.99,-85.7, 81.8,  3.9,       19915,    6.0,  57.50,-33.446606,153.657239,-58.4,  214.3,                  
        3406,    19921,  57.44,-58.5, 1.99,-85.8, 82.3,  3.9,       19921,    6.0,  57.44,-33.446610,153.657212,-58.5,  214.3,          PiTiUi  
        3407,    19927,  57.39,-58.5, 1.98,-85.8, 82.9,  3.9,       19927,    6.0,  57.39,-33.446614,153.657188,-58.5,  214.4,          PiTiUi  
        3408,    19933,  57.33,-58.5, 1.98,-85.8, 83.5,  3.9,       19933,    6.2,  57.33,-33.446615,153.657165,-58.5,  214.5,                  
        3409,    19940,  57.27,-58.5, 1.98,-85.8, 84.1,  3.8,       19940,    6.3,  57.27,-33.446616,153.657141,-58.5,  214.6,          PiTiUi  
        3410,    19946,  57.22,-58.5, 1.97,-85.9, 84.9,  3.8,       19946,    6.4,  57.22,-33.446615,153.657116,-58.5,  214.7,          PiTiUi  
        3411,    19952,  57.16,-58.5, 1.97,-85.9, 85.6,  3.8,       19953,    6.3,  57.16,-33.446615,153.657087,-58.5,  214.9,          Pi      
        3412,    19958,  57.10,-58.6, 1.96,-85.9, 86.4,  3.8,       19959,    6.0,  57.10,-33.446616,153.657052,-58.6,  215.0,                  
        3413,    19964,  57.05,-58.6, 1.96,-85.9, 87.2,  3.8,       19964,    5.7,  57.05,-33.446621,153.657009,-58.6,  215.1,  dfv             
        3414,    19970,  57.00,-58.6, 1.95,-86.0, 87.9,  3.8,       19970,    5.6,  57.00,-33.446629,153.656958,-58.6,  215.1,          PiTiUi  
        3415,    19975,  56.95,-58.6, 1.95,-86.0, 88.8,  3.8,       19975,    5.6,  56.95,-33.446641,153.656898,-58.6,  215.2,                  
        3416,    19981,  56.90,-58.6, 1.94,-86.0, 89.8,  3.8,       19981,    5.8,  56.90,-33.446657,153.656833,-58.6,  215.4,                  
        3417,    19987,  56.84,-58.6, 1.93,-86.0, 90.8,  3.9,       19987,    6.0,  56.84,-33.446674,153.656768,-58.6,  215.6,                  
        3418,    19993,  56.78,-58.5, 1.93,-86.0, 91.8,  3.9,       19993,    6.1,  56.78,-33.446687,153.656706,-58.5,  215.9,                  
        3419,    19999,  56.73,-58.4, 1.92,-85.9, 92.6,  3.9,       19999,    6.0,  56.73,-33.446694,153.656652,-58.4,  216.2,          PiTiUi  
        3420,    20005,  56.68,-58.3, 1.91,-85.9, 93.2,  3.9,       20005,    6.0,  56.68,-33.446694,153.656606,-58.3,  216.5,                  
        3421,    20011,  56.63,-58.2, 1.91,-85.8, 93.8,  4.0,       20011,    6.1,  56.63,-33.446689,153.656572,-58.2,  216.9,          PiTiUi  
        3422,    20017,  56.57,-58.2, 1.90,-85.8, 94.5,  4.0,       20017,    6.2,  56.57,-33.446678,153.656545,-58.2,  217.2,                  
        3423,    20024,  56.51,-58.1, 1.90,-85.8, 95.4,  4.1,       20024,    6.2,  56.51,-33.446664,153.656522,-58.1,  217.5,                  
        3424,    20030,  56.46,-58.1, 1.89,-85.7, 96.4,  4.1,       20030,    6.0,  56.46,-33.446648,153.656499,-58.1,  217.7,                  
        3425,    20036,  56.41,-58.0, 1.89,-85.7, 97.3,  4.2,       20036,    6.0,  56.41,-33.446632,153.656470,-58.0,  217.9,                  
        3426,    20042,  56.35,-58.0, 1.88,-85.8, 98.1,  4.3,       20042,    6.0,  56.35,-33.446621,153.656434,-58.0,  218.0,                  
        3427,    20048,  56.30,-58.0, 1.88,-85.8, 98.8,  4.4,       20048,    6.0,  56.30,-33.446614,153.656388,-58.0,  218.2,          Pi      
        3428,    20054,  56.24,-58.0, 1.88,-85.8, 99.3,  4.5,       20054,    6.0,  56.24,-33.446610,153.656334,-58.0,  218.3,          PiTiUi  
        3429,    20060,  56.19,-58.0, 1.87,-85.8, 99.7,  4.5,       20060,    6.0,  56.19,-33.446607,153.656276,-58.0,  218.4,          PiTiUi  
        3430,    20066,  56.14,-58.1, 1.87,-85.8,100.1,  4.6,       20066,    6.0,  56.14,-33.446604,153.656215,-58.1,  218.5,                  
        3431,    20072,  56.08,-58.1, 1.87,-85.8,100.4,  4.7,       20071,    6.0,  56.08,-33.446600,153.656153,-58.1,  218.6,          PiTiUi  
        3432,    20078,  56.03,-58.1, 1.87,-85.8,100.6,  4.8,       20077,    6.1,  56.03,-33.446593,153.656093,-58.1,  218.7,          PiTiUi  
        3433,    20084,  55.98,-58.1, 1.87,-85.9,100.8,  4.8,       20084,    6.2,  55.98,-33.446584,153.656038,-58.1,  218.8,                  
        3434,    20090,  55.92,-58.1, 1.87,-85.9,100.9,  4.9,       20090,    6.3,  55.92,-33.446571,153.655989,-58.1,  218.9,          PiTiUi  
        3435,    20096,  55.86,-58.2, 1.87,-85.9,101.0,  5.0,       20096,    6.3,  55.86,-33.446557,153.655947,-58.2,  219.0,                  
        3436,    20102,  55.81,-58.2, 1.87,-85.9,101.0,  5.1,       20102,    6.2,  55.81,-33.446541,153.655909,-58.2,  219.0,                  
        3437,    20108,  55.75,-58.2, 1.87,-85.9,101.0,  5.2,       20109,    6.0,  55.75,-33.446524,153.655875,-58.2,  219.1,                  
        3438,    20114,  55.71,-58.2, 1.87,-86.0,101.0,  5.3,       20114,    5.8,  55.71,-33.446505,153.655840,-58.2,  219.2,          PiTiUi  
        3439,    20120,  55.66,-58.3, 1.87,-86.0,100.8,  5.4,       20120,    5.6,  55.66,-33.446485,153.655803,-58.3,  219.3,                  
        3440,    20125,  55.61,-58.3, 1.87,-86.0,100.6,  5.6,       20125,    5.6,  55.61,-33.446468,153.655762,-58.3,  219.4,                  
        3441,    20131,  55.56,-58.3, 1.87,-86.0,100.3,  5.7,       20131,    5.7,  55.56,-33.446450,153.655716,-58.3,  219.4,                  
        3442,    20137,  55.50,-58.3, 1.87,-86.0, 99.9,  5.9,       20137,    5.9,  55.50,-33.446432,153.655661,-58.3,  219.6,                  
        3443,    20143,  55.45,-58.3, 1.87,-86.0, 99.5,  6.1,       20143,    6.1,  55.45,-33.446412,153.655598,-58.3,  219.7,                  
        3444,    20149,  55.39,-58.3, 1.87,-86.0, 99.0,  6.2,       20149,    6.2,  55.39,-33.446394,153.655528,-58.3,  219.9,                  
        3445,    20155,  55.34,-58.2, 1.88,-85.9, 98.5,  6.4,       20156,    6.1,  55.34,-33.446379,153.655453,-58.2,  220.1,          PiTiUi  
        3446,    20161,  55.29,-58.2, 1.88,-85.9, 98.1,  6.5,       20162,    6.0,  55.29,-33.446368,153.655374,-58.2,  220.3,          PiTiUi  
        3447,    20167,  55.24,-58.2, 1.88,-85.9, 97.6,  6.7,       20168,    5.9,  55.24,-33.446360,153.655292,-58.2,  220.5,          PiTiUi  
        3448,    20173,  55.19,-58.1, 1.88,-85.8, 97.1,  6.8,       20173,    5.8,  55.19,-33.446355,153.655211,-58.1,  220.8,          PiTiUi  
        3449,    20179,  55.13,-58.1, 1.89,-85.8, 96.6,  7.0,       20179,    5.7,  55.13,-33.446352,153.655129,-58.1,  221.0,                  
        3450,    20184,  55.09,-58.1, 1.89,-85.8, 96.1,  7.1,       20184,    5.6,  55.09,-33.446350,153.655049,-58.1,  221.2,                  
