Elapsed time,HeightMSL,      P, Temp,   RH, Dewp,  Dir,Speed,GpsHeightMSL,AscRate,     Pc,       Lat,       Lon, VirT,PotTemp,          KeyFlags
           s,        m,    hPa,   °C,    %,   °C,    °,  m/s,           m,    m/s,    hPa,         °,         °,   °C,     °C,                  
        3061,    14218, 139.64,-55.6, 2.22,-82.9,273.4, 18.2,       14218,    5.0, 139.64,-33.940543,154.973876,-55.6,  109.7,                  
        3062,    14223, 139.53,-55.6, 2.22,-83.0,273.7, 18.2,       14223,    5.0, 139.53,-33.940547,154.974078,-55.6,  109.7,                  
        3063,    14228, 139.41,-55.6, 2.21,-83.0,273.9, 18.1,       14228,    5.0, 139.41,-33.940557,154.974281,-55.6,  109.8,                  
        3064,    14232, 139.31,-55.7, 2.22,-83.0,274.1, 18.0,       14232,    4.9, 139.31,-33.940572,154.974482,-55.7,  109.8,                  
        3065,    14237, 139.21,-55.7, 2.22,-83.0,274.4, 18.0,       14237,    4.7, 139.21,-33.940591,154.974680,-55.7,  109.8,                  
        3066,    14242, 139.11,-55.8, 2.23,-83.1,274.6, 17.9,       14242,    4.8, 139.11,-33.940610,154.974873,-55.8,  109.8,                  
        3067,    14247, 139.00,-55.8, 2.23,-83.1,274.9, 17.9,       14247,    4.9, 139.00,-33.940627,154.975062,-55.8,  109.8,                  
        3068,    14252, 138.89,-55.9, 2.24,-83.1,275.1, 17.8,       14252,    4.9, 138.89,-33.940643,154.975243,-55.9,  109.8,                  
        3069,    14257, 138.78,-55.9, 2.24,-83.1,275.4, 17.8,       14257,    4.8, 138.78,-33.940658,154.975418,-55.9,  109.8,                  
        3070,    14261, 138.68,-55.9, 2.24,-83.1,275.7, 17.7,       14261,    4.7, 138.68,-33.940674,154.975591,-55.9,  109.9,                  
        3071,    14266, 138.58,-55.9, 2.24,-83.1,275.9, 17.7,       14266,    4.7, 138.58,-33.940688,154.975765,-55.9,  109.9,                  
        3072,    14271, 138.48,-55.9, 2.24,-83.1,276.2, 17.7,       14271,    4.6, 138.48,-33.940701,154.975946,-55.9,  110.0,                  
        3073,    14275, 138.38,-55.9, 2.24,-83.1,276.5, 17.6,       14275,    4.6, 138.38,-33.940714,154.976133,-55.9,  110.1,                  
        3074,    14280, 138.28,-55.9, 2.25,-83.1,276.7, 17.6,       14280,    4.6, 138.28,-33.940728,154.976324,-55.9,  110.1,                  
        3075,    14284, 138.18,-56.0, 2.25,-83.1,277.0, 17.6,       14284,    4.6, 138.18,-33.940748,154.976516,-56.0,  110.2,                  
        3076,    14289, 138.08,-56.0, 2.26,-83.1,277.2, 17.6,       14289,    4.7, 138.08,-33.940775,154.976708,-56.0,  110.2,                  
        3077,    14294, 137.98,-56.0, 2.26,-83.1,277.5, 17.6,       14294,    4.8, 137.98,-33.940808,154.976900,-56.0,  110.2,                  
        3078,    14299, 137.87,-56.0, 2.27,-83.2,277.7, 17.6,       14299,    5.0, 137.87,-33.940845,154.977091,-56.0,  110.3,   fv             
        3079,    14304, 137.75,-56.1, 2.27,-83.2,278.0, 17.6,       14304,    5.2, 137.75,-33.940880,154.977277,-56.1,  110.3,                  
        3080,    14309, 137.63,-56.1, 2.28,-83.2,278.2, 17.6,       14309,    5.1, 137.63,-33.940910,154.977458,-56.1,  110.4,                  
        3081,    14314, 137.54,-56.1, 2.29,-83.2,278.5, 17.6,       14314,    5.0, 137.54,-33.940937,154.977636,-56.1,  110.4,                  
        3082,    14319, 137.43,-56.2, 2.31,-83.2,278.7, 17.6,       14319,    5.1, 137.43,-33.940960,154.977813,-56.2,  110.4,                  
        3083,    14324, 137.31,-56.2, 2.32,-83.2,279.0, 17.6,       14324,    5.3, 137.31,-33.940983,154.977993,-56.2,  110.4,                  
        3084,    14330, 137.19,-56.3, 2.34,-83.1,279.2, 17.6,       14330,    5.6, 137.19,-33.941004,154.978176,-56.3,  110.4,                  
        3085,    14336, 137.06,-56.3, 2.36,-83.1,279.5, 17.7,       14336,    5.9, 137.06,-33.941024,154.978360,-56.3,  110.5,                  
        3086,    14342, 136.93,-56.4, 2.37,-83.1,279.8, 17.7,       14342,    5.9, 136.93,-33.941043,154.978546,-56.4,  110.5,                  
        3087,    14347, 136.81,-56.4, 2.38,-83.1,280.0, 17.7,       14347,    5.6, 136.81,-33.941062,154.978734,-56.4,  110.5,                  
        3088,    14353, 136.70,-56.4, 2.39,-83.1,280.3, 17.8,       14353,    5.3, 136.70,-33.941081,154.978927,-56.4,  110.5,                  
        3089,    14358, 136.59,-56.5, 2.39,-83.2,280.6, 17.8,       14358,    5.3, 136.59,-33.941100,154.979124,-56.5,  110.5,                  
        3090,    14363, 136.48,-56.6, 2.40,-83.2,280.9, 17.8,       14363,    5.3, 136.48,-33.941121,154.979325,-56.6,  110.5,                  
        3091,    14369, 136.35,-56.6, 2.40,-83.2,281.2, 17.9,       14369,    5.4, 136.35,-33.941145,154.979524,-56.6,  110.5,                  
        3092,    14374, 136.24,-56.7, 2.40,-83.3,281.5, 17.9,       14374,    5.3, 136.24,-33.941172,154.979719,-56.7,  110.5,                  
        3093,    14379, 136.13,-56.7, 2.40,-83.3,281.8, 18.0,       14379,    5.2, 136.13,-33.941204,154.979914,-56.7,  110.5,                  
        3094,    14384, 136.02,-56.8, 2.39,-83.4,282.1, 18.0,       14384,    5.1, 136.02,-33.941239,154.980110,-56.8,  110.5,                  
        3095,    14389, 135.91,-56.8, 2.39,-83.4,282.5, 18.1,       14389,    5.0, 135.91,-33.941276,154.980307,-56.8,  110.5,                  
        3096,    14394, 135.81,-56.9, 2.39,-83.4,282.8, 18.1,       14394,    4.8, 135.81,-33.941314,154.980501,-56.9,  110.5,                  
        3097,    14399, 135.71,-56.9, 2.39,-83.5,283.1, 18.2,       14399,    4.7, 135.71,-33.941352,154.980689,-56.9,  110.5,                  
        3098,    14403, 135.61,-57.0, 2.40,-83.5,283.4, 18.2,       14403,    4.8, 135.61,-33.941391,154.980869,-57.0,  110.5,                  
        3099,    14408, 135.50,-57.0, 2.41,-83.5,283.6, 18.3,       14408,    4.8, 135.50,-33.941431,154.981045,-57.0,  110.5,                  
        3100,    14413, 135.40,-57.0, 2.42,-83.5,283.9, 18.4,       14413,    4.9, 135.40,-33.941472,154.981220,-57.0,  110.5,                  
        3101,    14418, 135.29,-57.1, 2.43,-83.5,284.2, 18.4,       14418,    5.1, 135.29,-33.941515,154.981396,-57.1,  110.5,                  
        3102,    14423, 135.18,-57.1, 2.43,-83.5,284.4, 18.5,       14423,    5.2, 135.18,-33.941561,154.981576,-57.1,  110.5,                  
        3103,    14429, 135.07,-57.2, 2.44,-83.5,284.7, 18.6,       14429,    5.2, 135.07,-33.941610,154.981762,-57.2,  110.6,                  
        3104,    14434, 134.96,-57.2, 2.45,-83.5,284.9, 18.7,       14434,    5.0, 134.96,-33.941661,154.981955,-57.2,  110.6,                  
        3105,    14438, 134.86,-57.2, 2.45,-83.5,285.1, 18.7,       14438,    4.8, 134.86,-33.941714,154.982152,-57.2,  110.6,                  
        3106,    14443, 134.76,-57.2, 2.46,-83.5,285.2, 18.8,       14443,    4.7, 134.76,-33.941767,154.982350,-57.2,  110.7,                  
        3107,    14448, 134.66,-57.2, 2.47,-83.5,285.4, 18.9,       14448,    4.6, 134.66,-33.941820,154.982551,-57.2,  110.7,  d v             
        3108,    14452, 134.57,-57.3, 2.47,-83.6,285.5, 19.0,       14452,    4.4, 134.57,-33.941873,154.982753,-57.3,  110.8,                  
        3109,    14456, 134.48,-57.3, 2.47,-83.6,285.6, 19.1,       14456,    4.3, 134.48,-33.941926,154.982955,-57.3,  110.8,                  
        3110,    14461, 134.38,-57.3, 2.47,-83.6,285.7, 19.2,       14461,    4.3, 134.38,-33.941978,154.983156,-57.3,  110.8,                  
        3111,    14465, 134.29,-57.3, 2.48,-83.6,285.8, 19.3,       14465,    4.5, 134.29,-33.942029,154.983353,-57.3,  110.9,                  
        3112,    14470, 134.19,-57.4, 2.48,-83.6,285.8, 19.4,       14470,    4.7, 134.19,-33.942079,154.983548,-57.4,  110.9,                  
        3113,    14475, 134.08,-57.4, 2.48,-83.6,285.9, 19.5,       14475,    4.9, 134.08,-33.942129,154.983744,-57.4,  111.0,                  
        3114,    14480, 133.97,-57.4, 2.48,-83.6,285.9, 19.5,       14480,    4.9, 133.97,-33.942178,154.983940,-57.4,  111.0,                  
        3115,    14485, 133.88,-57.4, 2.48,-83.7,285.9, 19.6,       14485,    4.7, 133.88,-33.942225,154.984140,-57.4,  111.1,          PiTiUi  
        3116,    14489, 133.78,-57.5, 2.47,-83.7,285.9, 19.7,       14489,    4.7, 133.78,-33.942271,154.984342,-57.5,  111.1,                  
        3117,    14494, 133.68,-57.5, 2.47,-83.7,285.9, 19.8,       14494,    4.7, 133.68,-33.942316,154.984548,-57.5,  111.1,                  
        3118,    14499, 133.58,-57.5, 2.47,-83.7,285.9, 19.8,       14499,    4.8, 133.58,-33.942363,154.984757,-57.5,  111.2,                  
        3119,    14504, 133.47,-57.5, 2.47,-83.8,285.9, 19.9,       14504,    4.9, 133.47,-33.942410,154.984968,-57.5,  111.2,                  
        3120,    14509, 133.37,-57.6, 2.47,-83.8,285.9, 20.0,       14509,    4.9, 133.37,-33.942458,154.985180,-57.6,  111.2,                  
        3121,    14513, 133.27,-57.6, 2.47,-83.8,285.8, 20.1,       14513,    4.8, 133.27,-33.942505,154.985393,-57.6,  111.3,                  
        3122,    14518, 133.17,-57.6, 2.47,-83.8,285.8, 20.2,       14518,    4.7, 133.17,-33.942551,154.985610,-57.6,  111.3,                  
        3123,    14523, 133.08,-57.6, 2.48,-83.8,285.8, 20.3,       14523,    4.5, 133.08,-33.942597,154.985828,-57.6,  111.4,                  
        3124,    14527, 132.98,-57.7, 2.48,-83.8,285.7, 20.4,       14527,    4.4, 132.98,-33.942641,154.986045,-57.7,  111.4,                  
        3125,    14531, 132.90,-57.7, 2.48,-83.8,285.7, 20.5,       14531,    4.3, 132.90,-33.942685,154.986260,-57.7,  111.4,                  
        3126,    14536, 132.80,-57.7, 2.48,-83.9,285.6, 20.6,       14536,    4.3, 132.80,-33.942731,154.986472,-57.7,  111.4,                  
        3127,    14540, 132.71,-57.8, 2.49,-83.9,285.6, 20.7,       14540,    4.3, 132.71,-33.942781,154.986683,-57.8,  111.4,                  
        3128,    14544, 132.62,-57.8, 2.49,-83.9,285.6, 20.8,       14544,    4.2, 132.62,-33.942835,154.986891,-57.8,  111.5,                  
        3129,    14548, 132.53,-57.8, 2.50,-83.9,285.5, 20.9,       14548,    4.3, 132.53,-33.942891,154.987099,-57.8,  111.5,                  
        3130,    14553, 132.44,-57.9, 2.50,-83.9,285.5, 21.0,       14553,    4.3, 132.44,-33.942948,154.987307,-57.9,  111.5,                  
        3131,    14557, 132.35,-57.9, 2.51,-83.9,285.4, 21.1,       14557,    4.5, 132.35,-33.943004,154.987517,-57.9,  111.5,                  
        3132,    14562, 132.25,-57.9, 2.52,-83.9,285.4, 21.2,       14562,    4.5, 132.25,-33.943059,154.987731,-57.9,  111.6,                  
        3133,    14566, 132.15,-57.9, 2.52,-83.9,285.3, 21.3,       14566,    4.5, 132.15,-33.943116,154.987952,-57.9,  111.6,                  
        3134,    14571, 132.07,-58.0, 2.53,-83.9,285.2, 21.4,       14571,    4.3, 132.07,-33.943173,154.988179,-58.0,  111.6,                  
        3135,    14575, 131.98,-58.0, 2.54,-83.9,285.2, 21.5,       14575,    4.3, 131.98,-33.943227,154.988414,-58.0,  111.6,                  
        3136,    14579, 131.88,-58.0, 2.54,-84.0,285.1, 21.6,       14579,    4.3, 131.88,-33.943277,154.988654,-58.0,  111.7,                  
        3137,    14584, 131.80,-58.1, 2.55,-84.0,285.0, 21.7,       14584,    4.4, 131.80,-33.943325,154.988893,-58.1,  111.7,                  
        3138,    14588, 131.70,-58.1, 2.56,-84.0,284.9, 21.8,       14588,    4.5, 131.70,-33.943371,154.989130,-58.1,  111.7,                  
        3139,    14593, 131.60,-58.1, 2.57,-84.0,284.8, 21.9,       14593,    4.5, 131.60,-33.943418,154.989361,-58.1,  111.7,                  
        3140,    14597, 131.51,-58.2, 2.59,-84.0,284.7, 22.0,       14597,    4.4, 131.51,-33.943468,154.989586,-58.2,  111.7,                  
        3141,    14601, 131.42,-58.2, 2.60,-83.9,284.6, 22.1,       14601,    4.3, 131.42,-33.943519,154.989808,-58.2,  111.7,                  
        3142,    14606, 131.34,-58.2, 2.61,-84.0,284.5, 22.2,       14605,    4.2, 131.34,-33.943571,154.990027,-58.2,  111.7,                  
        3143,    14610, 131.25,-58.3, 2.62,-84.0,284.4, 22.3,       14610,    4.4, 131.25,-33.943626,154.990246,-58.3,  111.8,                  
        3144,    14615, 131.15,-58.3, 2.62,-84.0,284.2, 22.4,       14615,    4.6, 131.15,-33.943682,154.990468,-58.3,  111.8,                  
        3145,    14619, 131.05,-58.3, 2.62,-84.0,284.1, 22.5,       14619,    4.7, 131.05,-33.943738,154.990696,-58.3,  111.8,                  
        3146,    14624, 130.95,-58.3, 2.62,-84.0,284.0, 22.6,       14624,    4.7, 130.95,-33.943792,154.990929,-58.3,  111.9,                  
        3147,    14629, 130.85,-58.4, 2.62,-84.0,283.8, 22.7,       14629,    4.6, 130.85,-33.943842,154.991166,-58.4,  111.9,                  
        3148,    14633, 130.76,-58.4, 2.61,-84.1,283.7, 22.8,       14633,    4.5, 130.76,-33.943890,154.991405,-58.4,  112.0,                  
        3149,    14637, 130.67,-58.4, 2.61,-84.1,283.6, 22.9,       14637,    4.3, 130.67,-33.943935,154.991646,-58.4,  112.0,                  
        3150,    14642, 130.58,-58.4, 2.60,-84.1,283.4, 23.0,       14642,    4.3, 130.58,-33.943980,154.991887,-58.4,  112.0,                  
        3151,    14646, 130.49,-58.4, 2.60,-84.1,283.3, 23.2,       14646,    4.3, 130.49,-33.944022,154.992130,-58.4,  112.1,                  
        3152,    14650, 130.40,-58.5, 2.60,-84.1,283.2, 23.3,       14650,    4.3, 130.40,-33.944064,154.992376,-58.5,  112.1,                  
        3153,    14655, 130.31,-58.5, 2.60,-84.2,283.0, 23.4,       14655,    4.4, 130.31,-33.944108,154.992624,-58.5,  112.2,                  
        3154,    14659, 130.22,-58.5, 2.60,-84.2,282.9, 23.5,       14659,    4.5, 130.22,-33.944155,154.992875,-58.5,  112.2,                  
        3155,    14664, 130.13,-58.5, 2.59,-84.2,282.8, 23.6,       14664,    4.6, 130.13,-33.944205,154.993126,-58.5,  112.3,                  
        3156,    14669, 130.02,-58.5, 2.59,-84.2,282.7, 23.7,       14669,    4.6, 130.02,-33.944256,154.993381,-58.5,  112.3,                  
        3157,    14673, 129.93,-58.6, 2.59,-84.3,282.6, 23.8,       14673,    4.5, 129.93,-33.944305,154.993639,-58.6,  112.3,                  
        3158,    14677, 129.84,-58.6, 2.58,-84.3,282.5, 23.9,       14677,    4.3, 129.84,-33.944354,154.993897,-58.6,  112.4,                  
        3159,    14681, 129.76,-58.6, 2.58,-84.3,282.4, 24.0,       14681,    4.2, 129.76,-33.944403,154.994154,-58.6,  112.4,                  
        3160,    14686, 129.67,-58.6, 2.57,-84.3,282.3, 24.1,       14686,    4.2, 129.67,-33.944451,154.994409,-58.6,  112.4,                  
        3161,    14690, 129.58,-58.6, 2.57,-84.4,282.2, 24.2,       14690,    4.3, 129.58,-33.944497,154.994666,-58.6,  112.5,T     Tr          
        3162,    14695, 129.49,-58.6, 2.56,-84.4,282.2, 24.3,       14695,    4.6, 129.49,-33.944540,154.994923,-58.6,  112.6,                  
        3163,    14699, 129.39,-58.6, 2.56,-84.4,282.1, 24.3,       14699,    4.7, 129.39,-33.944582,154.995182,-58.6,  112.7,                  
        3164,    14704, 129.29,-58.6, 2.56,-84.4,282.0, 24.4,       14704,    4.7, 129.29,-33.944623,154.995441,-58.6,  112.8,                  
        3165,    14709, 129.19,-58.6, 2.55,-84.4,282.0, 24.5,       14709,    4.7, 129.19,-33.944663,154.995701,-58.6,  112.9,                  
        3166,    14713, 129.10,-58.6, 2.54,-84.4,281.9, 24.6,       14713,    4.5, 129.10,-33.944701,154.995962,-58.6,  113.1,                  
        3167,    14718, 129.01,-58.5, 2.53,-84.4,281.9, 24.6,       14718,    4.4, 129.01,-33.944739,154.996226,-58.5,  113.2,                  
        3168,    14722, 128.93,-58.5, 2.53,-84.4,281.9, 24.7,       14722,    4.3, 128.93,-33.944778,154.996492,-58.5,  113.2,                  
        3169,    14726, 128.84,-58.5, 2.52,-84.4,281.8, 24.7,       14726,    4.2, 128.84,-33.944818,154.996758,-58.5,  113.3,                  
        3170,    14730, 128.75,-58.6, 2.52,-84.4,281.8, 24.8,       14730,    4.2, 128.75,-33.944863,154.997028,-58.6,  113.4,                  
        3171,    14735, 128.67,-58.6, 2.51,-84.4,281.8, 24.9,       14735,    4.2, 128.67,-33.944912,154.997299,-58.6,  113.4,                  
        3172,    14739, 128.58,-58.6, 2.51,-84.5,281.7, 24.9,       14739,    4.4, 128.58,-33.944965,154.997569,-58.6,  113.4,                  
        3173,    14743, 128.48,-58.6, 2.50,-84.5,281.7, 25.0,       14743,    4.5, 128.48,-33.945020,154.997836,-58.6,  113.5,                  
        3174,    14748, 128.39,-58.6, 2.49,-84.5,281.6, 25.0,       14748,    4.5, 128.39,-33.945075,154.998099,-58.6,  113.6,                  
        3175,    14752, 128.30,-58.6, 2.48,-84.6,281.5, 25.1,       14752,    4.4, 128.30,-33.945130,154.998360,-58.6,  113.7,                  
        3176,    14757, 128.21,-58.6, 2.46,-84.6,281.5, 25.1,       14757,    4.4, 128.21,-33.945182,154.998619,-58.6,  113.8,                  
        3177,    14761, 128.12,-58.5, 2.45,-84.6,281.4, 25.2,       14761,    4.4, 128.12,-33.945233,154.998878,-58.5,  113.9,                  
        3178,    14766, 128.03,-58.5, 2.44,-84.5,281.3, 25.2,       14766,    4.4, 128.03,-33.945280,154.999136,-58.5,  114.1,                  
        3179,    14770, 127.94,-58.4, 2.43,-84.5,281.3, 25.3,       14770,    4.5, 127.94,-33.945326,154.999393,-58.4,  114.3,          PiTiUi  
        3180,    14775, 127.85,-58.4, 2.42,-84.5,281.2, 25.3,       14775,    4.6, 127.85,-33.945370,154.999652,-58.4,  114.5,                  
        3181,    14779, 127.76,-58.3, 2.42,-84.5,281.1, 25.4,       14779,    4.6, 127.76,-33.945413,154.999914,-58.3,  114.6,                  
        3182,    14784, 127.66,-58.3, 2.42,-84.5,281.0, 25.4,       14784,    4.6, 127.66,-33.945455,155.000180,-58.3,  114.7,                  
        3183,    14788, 127.57,-58.3, 2.42,-84.5,280.9, 25.5,       14788,    4.4, 127.57,-33.945497,155.000447,-58.3,  114.8,                  
        3184,    14792, 127.49,-58.4, 2.43,-84.5,280.8, 25.6,       14792,    4.2, 127.49,-33.945540,155.000713,-58.4,  114.8,                  
        3185,    14796, 127.40,-58.4, 2.44,-84.5,280.7, 25.6,       14796,    4.0, 127.40,-33.945585,155.000980,-58.4,  114.8,                  
        3186,    14800, 127.33,-58.4, 2.45,-84.5,280.5, 25.7,       14800,    4.0, 127.33,-33.945632,155.001247,-58.4,  114.8,                  
        3187,    14805, 127.24,-58.5, 2.45,-84.5,280.4, 25.8,       14805,    4.2, 127.24,-33.945682,155.001516,-58.5,  114.8,                  
        3188,    14809, 127.15,-58.5, 2.46,-84.5,280.2, 25.9,       14809,    4.4, 127.15,-33.945733,155.001786,-58.5,  114.9,                  
        3189,    14814, 127.06,-58.5, 2.47,-84.5,280.1, 25.9,       14814,    4.5, 127.06,-33.945782,155.002056,-58.5,  114.9,                  
        3190,    14818, 126.97,-58.6, 2.47,-84.5,279.9, 26.0,       14818,    4.5, 126.97,-33.945828,155.002328,-58.6,  114.9,                  
        3191,    14822, 126.88,-58.6, 2.48,-84.6,279.8, 26.1,       14822,    4.4, 126.88,-33.945870,155.002604,-58.6,  114.9,                  
        3192,    14827, 126.79,-58.7, 2.48,-84.6,279.6, 26.2,       14827,    4.4, 126.79,-33.945907,155.002883,-58.7,  114.9,                  
        3193,    14831, 126.70,-58.7, 2.49,-84.6,279.5, 26.3,       14831,    4.4, 126.70,-33.945938,155.003165,-58.7,  114.9,                  
        3194,    14836, 126.61,-58.7, 2.49,-84.6,279.3, 26.4,       14836,    4.5, 126.61,-33.945965,155.003450,-58.7,  114.9,                  
        3195,    14840, 126.52,-58.7, 2.50,-84.6,279.2, 26.5,       14840,    4.5, 126.52,-33.945991,155.003736,-58.7,  115.0,                  
        3196,    14844, 126.43,-58.8, 2.50,-84.6,279.0, 26.5,       14844,    4.3, 126.43,-33.946018,155.004024,-58.8,  115.0,                  
        3197,    14849, 126.35,-58.8, 2.50,-84.6,278.9, 26.6,       14849,    4.1, 126.35,-33.946047,155.004313,-58.8,  115.0,                  
        3198,    14853, 126.27,-58.8, 2.51,-84.6,278.8, 26.7,       14853,    4.0, 126.27,-33.946078,155.004601,-58.8,  115.1,                  
        3199,    14857, 126.19,-58.8, 2.52,-84.6,278.6, 26.8,       14857,    4.0, 126.19,-33.946112,155.004891,-58.8,  115.1,                  
        3200,    14861, 126.11,-58.8, 2.52,-84.6,278.5, 26.8,       14861,    4.1, 126.11,-33.946151,155.005184,-58.8,  115.2,                  
        3201,    14865, 126.02,-58.8, 2.53,-84.6,278.4, 26.9,       14865,    4.1, 126.02,-33.946193,155.005481,-58.8,  115.2,                  
        3202,    14869, 125.94,-58.9, 2.53,-84.6,278.3, 27.0,       14869,    4.2, 125.94,-33.946235,155.005781,-58.9,  115.3,                  
        3203,    14873, 125.86,-58.9, 2.54,-84.6,278.2, 27.0,       14873,    4.2, 125.86,-33.946277,155.006079,-58.9,  115.4,                  
        3204,    14878, 125.77,-58.8, 2.54,-84.6,278.1, 27.1,       14877,    4.3, 125.77,-33.946317,155.006374,-58.8,  115.4,                  
        3205,    14882, 125.68,-58.8, 2.54,-84.6,278.0, 27.1,       14882,    4.4, 125.68,-33.946354,155.006666,-58.8,  115.5,                  
        3206,    14886, 125.59,-58.8, 2.54,-84.6,277.9, 27.2,       14886,    4.4, 125.59,-33.946388,155.006958,-58.8,  115.6,                  
        3207,    14891, 125.51,-58.8, 2.53,-84.6,277.8, 27.2,       14891,    4.4, 125.51,-33.946420,155.007249,-58.8,  115.8,                  
        3208,    14895, 125.42,-58.8, 2.52,-84.6,277.6, 27.2,       14895,    4.3, 125.42,-33.946448,155.007539,-58.8,  115.9,                  
        3209,    14899, 125.34,-58.7, 2.52,-84.5,277.5, 27.3,       14899,    4.1, 125.34,-33.946475,155.007825,-58.7,  116.1,                  
        3210,    14903, 125.26,-58.7, 2.50,-84.5,277.4, 27.3,       14903,    4.1, 125.26,-33.946501,155.008112,-58.7,  116.2,                  
        3211,    14907, 125.18,-58.6, 2.49,-84.5,277.3, 27.3,       14907,    4.2, 125.18,-33.946529,155.008400,-58.6,  116.4,                  
        3212,    14912, 125.09,-58.6, 2.47,-84.5,277.2, 27.3,       14912,    4.3, 125.09,-33.946559,155.008690,-58.6,  116.6,                  
        3213,    14916, 125.00,-58.5, 2.46,-84.5,277.0, 27.3,       14916,    4.5, 125.00,-33.946591,155.008982,-58.5,  116.8,   fv             
        3214,    14920, 124.91,-58.5, 2.44,-84.5,276.9, 27.3,       14921,    4.5, 124.91,-33.946626,155.009275,-58.5,  116.9,                  
        3215,    14925, 124.82,-58.4, 2.42,-84.6,276.8, 27.3,       14925,    4.3, 124.82,-33.946662,155.009570,-58.4,  117.1,                  
        3216,    14929, 124.74,-58.4, 2.40,-84.6,276.6, 27.3,       14929,    4.1, 124.74,-33.946700,155.009866,-58.4,  117.2,                  
        3217,    14933, 124.67,-58.3, 2.39,-84.6,276.4, 27.3,       14933,    3.9, 124.67,-33.946738,155.010161,-58.3,  117.3,                  
        3218,    14937, 124.59,-58.3, 2.38,-84.6,276.3, 27.3,       14937,    4.0, 124.59,-33.946772,155.010456,-58.3,  117.5,                  
        3219,    14941, 124.51,-58.3, 2.37,-84.6,276.1, 27.2,       14941,    4.1, 124.51,-33.946803,155.010752,-58.3,  117.6,                  
        3220,    14945, 124.42,-58.3, 2.36,-84.6,276.0, 27.2,       14945,    4.4, 124.42,-33.946831,155.011049,-58.3,  117.7,          PiTiUi  
        3221,    14950, 124.33,-58.2, 2.36,-84.6,275.8, 27.2,       14950,    4.6, 124.33,-33.946859,155.011347,-58.2,  117.8,                  
        3222,    14955, 124.23,-58.3, 2.35,-84.6,275.7, 27.2,       14955,    4.8, 124.23,-33.946886,155.011645,-58.3,  117.9,                  
        3223,    14960, 124.14,-58.3, 2.35,-84.6,275.5, 27.1,       14960,    4.8, 124.14,-33.946912,155.011942,-58.3,  118.0,                  
        3224,    14964, 124.04,-58.3, 2.35,-84.6,275.3, 27.1,       14964,    4.7, 124.04,-33.946938,155.012238,-58.3,  118.0,                  
        3225,    14969, 123.96,-58.3, 2.35,-84.6,275.0, 27.0,       14969,    4.4, 123.96,-33.946963,155.012532,-58.3,  118.1,                  
        3226,    14973, 123.88,-58.3, 2.34,-84.7,274.8, 27.0,       14973,    4.1, 123.88,-33.946987,155.012827,-58.3,  118.1,                  
        3227,    14977, 123.80,-58.3, 2.34,-84.7,274.6, 26.9,       14977,    3.9, 123.80,-33.947011,155.013119,-58.3,  118.2,                  
        3228,    14981, 123.73,-58.3, 2.34,-84.7,274.4, 26.9,       14981,    3.8, 123.73,-33.947032,155.013410,-58.3,  118.2,                  
        3229,    14984, 123.65,-58.3, 2.33,-84.7,274.2, 26.9,       14984,    3.9, 123.65,-33.947052,155.013699,-58.3,  118.3,          PiTiUi  
        3230,    14988, 123.57,-58.3, 2.33,-84.7,274.0, 26.8,       14988,    4.0, 123.57,-33.947069,155.013988,-58.3,  118.4,                  
        3231,    14993, 123.49,-58.3, 2.33,-84.7,273.8, 26.8,       14993,    4.2, 123.49,-33.947083,155.014279,-58.3,  118.5,                  
        3232,    14997, 123.40,-58.2, 2.32,-84.7,273.6, 26.7,       14997,    4.3, 123.40,-33.947092,155.014569,-58.2,  118.7,                  
        3233,    15001, 123.32,-58.2, 2.32,-84.6,273.3, 26.6,       15001,    4.3, 123.32,-33.947097,155.014858,-58.2,  118.9,                  
        3234,    15006, 123.23,-58.1, 2.31,-84.6,273.1, 26.6,       15006,    4.3, 123.23,-33.947098,155.015146,-58.1,  119.0,                  
        3235,    15010, 123.15,-58.1, 2.31,-84.6,272.8, 26.5,       15010,    4.2, 123.15,-33.947099,155.015432,-58.1,  119.1,                  
        3236,    15014, 123.07,-58.1, 2.31,-84.6,272.6, 26.4,       15014,    4.2, 123.07,-33.947102,155.015717,-58.1,  119.3,                  
        3237,    15018, 122.99,-58.1, 2.30,-84.6,272.3, 26.3,       15018,    4.3, 122.99,-33.947107,155.015998,-58.1,  119.4,                  
        3238,    15023, 122.90,-58.1, 2.30,-84.6,272.1, 26.3,       15023,    4.3, 122.90,-33.947114,155.016275,-58.1,  119.5,                  
        3239,    15027, 122.82,-58.0, 2.30,-84.6,271.9, 26.2,       15027,    4.3, 122.82,-33.947123,155.016550,-58.0,  119.6,                  
        3240,    15031, 122.74,-58.0, 2.30,-84.6,271.7, 26.2,       15031,    4.2, 122.74,-33.947134,155.016824,-58.0,  119.7,          PiTiUi  
        3241,    15035, 122.65,-58.0, 2.31,-84.5,271.5, 26.1,       15035,    4.3, 122.65,-33.947147,155.017099,-58.0,  119.8,                  
        3242,    15040, 122.57,-58.0, 2.31,-84.5,271.3, 26.1,       15040,    4.3, 122.57,-33.947161,155.017374,-58.0,  119.9,                  
        3243,    15044, 122.48,-58.0, 2.32,-84.5,271.1, 26.0,       15044,    4.3, 122.48,-33.947174,155.017650,-58.0,  120.0,                  
        3244,    15048, 122.40,-58.0, 2.32,-84.5,270.9, 25.9,       15048,    4.3, 122.40,-33.947185,155.017927,-58.0,  120.0,                  
