Elapsed time,HeightMSL,      P, Temp,    RH, Dewp,  Dir,Speed,GpsHeightMSL,AscRate,     Pc,       Lat,       Lon, VirT,PotTemp,          KeyFlags
           s,        m,    hPa,   °C,     %,   °C,    °,  m/s,           m,    m/s,    hPa,         °,         °,   °C,     °C,                  
        4772,    20062,  55.68,-56.8,  1.45,-86.4,127.4,  4.5,       20062,    4.4,  55.68,-33.549190,154.623891,-56.8,  222.5,                  
        4773,    20067,  55.64,-56.7,  1.44,-86.4,125.6,  4.6,       20066,    4.4,  55.64,-33.549158,154.623847,-56.7,  222.7,                  
        4774,    20071,  55.60,-56.7,  1.43,-86.4,123.8,  4.7,       20071,    4.5,  55.60,-33.549133,154.623798,-56.7,  223.0,                  
        4775,    20076,  55.56,-56.7,  1.42,-86.4,122.0,  4.8,       20076,    4.7,  55.56,-33.549116,154.623745,-56.7,  223.2,                  
        4776,    20080,  55.52,-56.6,  1.42,-86.4,120.4,  4.9,       20080,    4.7,  55.52,-33.549102,154.623686,-56.6,  223.3,                  
        4777,    20085,  55.48,-56.6,  1.41,-86.4,118.8,  5.0,       20085,    4.5,  55.48,-33.549089,154.623621,-56.6,  223.5,                  
        4778,    20089,  55.44,-56.5,  1.40,-86.4,117.3,  5.1,       20089,    4.3,  55.44,-33.549077,154.623552,-56.5,  223.8,                  
        4779,    20093,  55.40,-56.5,  1.40,-86.4,115.9,  5.2,       20093,    4.1,  55.40,-33.549065,154.623482,-56.5,  224.0,                  
        4780,    20097,  55.37,-56.4,  1.39,-86.4,114.7,  5.3,       20097,    4.1,  55.37,-33.549053,154.623415,-56.4,  224.2,                  
        4781,    20102,  55.34,-56.4,  1.38,-86.4,113.7,  5.4,       20102,    4.2,  55.34,-33.549041,154.623352,-56.4,  224.4,                  
        4782,    20106,  55.29,-56.3,  1.38,-86.3,112.9,  5.5,       20106,    4.4,  55.29,-33.549025,154.623292,-56.3,  224.7,          PiTiUi  
        4783,    20110,  55.25,-56.2,  1.37,-86.3,112.2,  5.6,       20111,    4.4,  55.25,-33.549005,154.623233,-56.2,  224.9,                  
        4784,    20115,  55.22,-56.2,  1.37,-86.3,111.4,  5.7,       20115,    4.1,  55.22,-33.548980,154.623175,-56.2,  225.2,                  
        4785,    20119,  55.19,-56.1,  1.37,-86.2,110.5,  5.8,       20119,    4.0,  55.19,-33.548953,154.623117,-56.1,  225.4,                  
        4786,    20123,  55.15,-56.0,  1.37,-86.2,109.7,  5.8,       20123,    4.1,  55.15,-33.548926,154.623062,-56.0,  225.7,                  
        4787,    20127,  55.11,-56.0,  1.37,-86.2,109.0,  5.9,       20127,    4.2,  55.11,-33.548905,154.623009,-56.0,  225.8,                  
        4788,    20131,  55.08,-56.0,  1.37,-86.2,108.3,  6.0,       20131,    4.2,  55.08,-33.548889,154.622957,-56.0,  225.9,  d v             
        4789,    20135,  55.04,-56.0,  1.37,-86.2,107.7,  6.1,       20135,    4.2,  55.04,-33.548880,154.622903,-56.0,  226.0,                  
        4790,    20139,  55.01,-56.0,  1.37,-86.2,107.2,  6.2,       20139,    4.2,  55.01,-33.548875,154.622844,-56.0,  226.1,                  
        4791,    20144,  54.97,-56.0,  1.37,-86.2,106.8,  6.3,       20144,    4.2,  54.97,-33.548876,154.622779,-56.0,  226.2,                  
        4792,    20148,  54.93,-56.0,  1.37,-86.1,106.3,  6.3,       20148,    4.4,  54.93,-33.548879,154.622710,-56.0,  226.4,                  
        4793,    20152,  54.89,-55.9,  1.37,-86.1,106.0,  6.4,       20152,    4.5,  54.89,-33.548880,154.622639,-55.9,  226.6,                  
        4794,    20157,  54.85,-55.9,  1.38,-86.1,105.7,  6.4,       20157,    4.5,  54.85,-33.548877,154.622565,-55.9,  226.7,                  
        4795,    20161,  54.81,-55.9,  1.38,-86.1,105.4,  6.5,       20161,    4.4,  54.81,-33.548868,154.622488,-55.9,  226.8,                  
        4796,    20166,  54.78,-56.0,  1.38,-86.1,105.1,  6.5,       20166,    4.2,  54.78,-33.548851,154.622410,-56.0,  226.8,                  
        4797,    20170,  54.74,-56.0,  1.39,-86.1,104.8,  6.5,       20170,    4.1,  54.74,-33.548830,154.622333,-56.0,  226.9,                  
        4798,    20174,  54.71,-56.0,  1.39,-86.1,104.5,  6.5,       20174,    4.2,  54.71,-33.548806,154.622258,-56.0,  226.9,                  
        4799,    20178,  54.67,-56.0,  1.40,-86.1,104.2,  6.6,       20178,    4.4,  54.67,-33.548780,154.622186,-56.0,  227.0,                  
        4800,    20183,  54.63,-56.0,  1.40,-86.0,103.9,  6.6,       20183,    4.6,  54.63,-33.548754,154.622115,-56.0,  227.1,                  
        4801,    20188,  54.59,-56.0,  1.40,-86.0,103.5,  6.6,       20188,    4.7,  54.59,-33.548728,154.622043,-56.0,  227.2,                  
        4802,    20192,  54.55,-56.0,  1.41,-86.0,103.1,  6.6,       20192,    4.7,  54.55,-33.548702,154.621971,-56.0,  227.3,                  
        4803,    20197,  54.51,-56.0,  1.41,-86.0,102.7,  6.5,       20197,    4.7,  54.51,-33.548678,154.621899,-56.0,  227.4,                  
        4804,    20202,  54.47,-56.0,  1.42,-86.0,102.2,  6.5,       20202,    4.7,  54.47,-33.548657,154.621826,-56.0,  227.5,                  
        4805,    20206,  54.43,-56.0,  1.42,-86.0,101.7,  6.5,       20206,    4.6,  54.43,-33.548639,154.621754,-56.0,  227.5,                  
        4806,    20211,  54.39,-56.0,  1.43,-85.9,101.2,  6.5,       20211,    4.5,  54.39,-33.548624,154.621681,-56.0,  227.6,                  
        4807,    20215,  54.35,-56.0,  1.43,-85.9,100.8,  6.4,       20215,    4.5,  54.35,-33.548611,154.621607,-56.0,  227.8,          PiTiUi  
        4808,    20220,  54.32,-56.0,  1.43,-85.9,100.3,  6.4,       20220,    4.5,  54.32,-33.548600,154.621531,-56.0,  227.9,          PiTiUi  
        4809,    20224,  54.28,-56.0,  1.44,-85.9, 99.8,  6.4,       20224,    4.5,  54.28,-33.548591,154.621456,-56.0,  228.0,          PiTiUi  
        4810,    20229,  54.24,-56.0,  1.44,-85.9, 99.3,  6.3,       20229,    4.5,  54.24,-33.548581,154.621382,-56.0,  228.1,                  
        4811,    20233,  54.20,-56.0,  1.44,-85.9, 98.6,  6.3,       20233,    4.4,  54.20,-33.548571,154.621311,-56.0,  228.2,                  
        4812,    20238,  54.16,-56.0,  1.44,-85.9, 97.9,  6.2,       20237,    4.4,  54.16,-33.548559,154.621242,-56.0,  228.3,                  
        4813,    20242,  54.12,-56.0,  1.44,-85.9, 97.1,  6.2,       20242,    4.5,  54.12,-33.548546,154.621176,-56.0,  228.3,                  
        4814,    20247,  54.08,-56.0,  1.45,-85.9, 96.2,  6.1,       20247,    4.7,  54.08,-33.548534,154.621113,-56.0,  228.4,                  
        4815,    20252,  54.04,-56.0,  1.45,-85.9, 95.4,  6.0,       20252,    4.9,  54.04,-33.548525,154.621054,-56.0,  228.5,                  
        4816,    20257,  54.00,-56.0,  1.45,-85.9, 94.5,  5.9,       20257,    4.9,  54.00,-33.548520,154.620995,-56.0,  228.7,                  
        4817,    20261,  53.96,-56.0,  1.45,-85.8, 93.6,  5.9,       20261,    4.7,  53.96,-33.548520,154.620933,-56.0,  228.8,                  
        4818,    20266,  53.92,-56.0,  1.45,-85.8, 92.7,  5.8,       20266,    4.3,  53.92,-33.548524,154.620866,-56.0,  229.0,                  
        4819,    20270,  53.89,-56.0,  1.45,-85.8, 92.0,  5.7,       20270,    4.1,  53.89,-33.548532,154.620796,-56.0,  229.0,                  
        4820,    20274,  53.86,-56.0,  1.45,-85.8, 91.3,  5.6,       20274,    4.2,  53.86,-33.548544,154.620723,-56.0,  229.1,          PiTiUi  
        4821,    20278,  53.82,-56.0,  1.46,-85.8, 90.7,  5.6,       20278,    4.4,  53.82,-33.548557,154.620652,-56.0,  229.2,                  
        4822,    20283,  53.78,-56.1,  1.46,-85.8, 90.0,  5.5,       20283,    4.6,  53.78,-33.548570,154.620583,-56.1,  229.2,                  
        4823,    20287,  53.74,-56.1,  1.46,-85.8, 89.2,  5.4,       20287,    4.5,  53.74,-33.548578,154.620519,-56.1,  229.3,                  
        4824,    20292,  53.70,-56.1,  1.46,-85.9, 88.3,  5.3,       20292,    4.3,  53.70,-33.548583,154.620456,-56.1,  229.3,                  
        4825,    20296,  53.67,-56.1,  1.46,-85.9, 87.5,  5.2,       20296,    4.3,  53.67,-33.548584,154.620398,-56.1,  229.4,                  
        4826,    20300,  53.63,-56.2,  1.46,-85.9, 86.8,  5.1,       20300,    4.4,  53.63,-33.548584,154.620345,-56.1,  229.4,                  
        4827,    20305,  53.59,-56.2,  1.47,-85.9, 86.2,  5.0,       20305,    4.5,  53.59,-33.548585,154.620298,-56.2,  229.5,  d v     Pi      
        4828,    20309,  53.55,-56.2,  1.47,-85.9, 85.6,  5.0,       20309,    4.5,  53.55,-33.548589,154.620254,-56.2,  229.5,                  
        4829,    20314,  53.51,-56.2,  1.47,-85.9, 85.0,  4.9,       20314,    4.4,  53.51,-33.548598,154.620208,-56.2,  229.6,                  
        4830,    20318,  53.48,-56.2,  1.47,-85.9, 84.3,  4.7,       20318,    4.4,  53.48,-33.548609,154.620158,-56.2,  229.6,                  
        4831,    20323,  53.44,-56.3,  1.47,-85.9, 83.6,  4.6,       20323,    4.6,  53.44,-33.548623,154.620103,-56.2,  229.7,                  
        4832,    20328,  53.40,-56.3,  1.47,-85.9, 82.8,  4.5,       20328,    4.8,  53.40,-33.548638,154.620045,-56.3,  229.7,                  
        4833,    20332,  53.36,-56.3,  1.47,-85.9, 82.2,  4.4,       20332,    4.7,  53.36,-33.548653,154.619988,-56.3,  229.8,                  
        4834,    20337,  53.32,-56.3,  1.48,-85.9, 81.5,  4.2,       20337,    4.5,  53.32,-33.548668,154.619935,-56.3,  229.9,                  
        4835,    20341,  53.28,-56.3,  1.48,-86.0, 80.9,  4.1,       20341,    4.4,  53.28,-33.548678,154.619883,-56.3,  229.9,                  
        4836,    20346,  53.25,-56.3,  1.48,-85.9, 80.3,  4.0,       20346,    4.3,  53.25,-33.548681,154.619834,-56.3,  230.0,                  
        4837,    20350,  53.22,-56.3,  1.48,-85.9, 79.8,  3.9,       20350,    4.3,  53.22,-33.548679,154.619789,-56.3,  230.2,                  
        4838,    20354,  53.18,-56.3,  1.48,-85.9, 79.3,  3.7,       20354,    4.4,  53.18,-33.548672,154.619750,-56.3,  230.3,                  
        4839,    20359,  53.14,-56.3,  1.48,-85.9, 78.8,  3.6,       20359,    4.5,  53.14,-33.548664,154.619720,-56.3,  230.4,                  
        4840,    20363,  53.10,-56.3,  1.48,-85.9, 78.4,  3.4,       20363,    4.5,  53.10,-33.548657,154.619694,-56.3,  230.5,                  
        4841,    20368,  53.07,-56.3,  1.48,-85.9, 78.0,  3.3,       20368,    4.5,  53.07,-33.548653,154.619670,-56.3,  230.6,                  
        4842,    20372,  53.02,-56.3,  1.47,-86.0, 77.7,  3.2,       20372,    4.6,  53.02,-33.548653,154.619642,-56.3,  230.7,                  
        4843,    20377,  52.99,-56.3,  1.47,-86.0, 77.4,  3.0,       20377,    4.5,  52.99,-33.548661,154.619611,-56.3,  230.7,                  
        4844,    20381,  52.95,-56.4,  1.47,-86.0, 77.2,  2.9,       20381,    4.4,  52.95,-33.548676,154.619578,-56.4,  230.8,                  
        4845,    20386,  52.91,-56.4,  1.47,-86.0, 77.1,  2.8,       20386,    4.5,  52.91,-33.548698,154.619547,-56.4,  230.8,                  
        4846,    20390,  52.87,-56.4,  1.47,-86.0, 77.2,  2.6,       20390,    4.6,  52.87,-33.548723,154.619520,-56.4,  230.9,                  
        4847,    20395,  52.84,-56.4,  1.47,-86.0, 77.3,  2.5,       20395,    4.6,  52.84,-33.548747,154.619495,-56.4,  230.9,                  
        4848,    20399,  52.80,-56.4,  1.47,-86.1, 77.6,  2.4,       20400,    4.5,  52.80,-33.548768,154.619471,-56.4,  231.0,                  
        4849,    20404,  52.76,-56.5,  1.47,-86.1, 78.1,  2.3,       20404,    4.5,  52.76,-33.548782,154.619448,-56.5,  231.0,                  
        4850,    20408,  52.73,-56.5,  1.47,-86.1, 78.9,  2.2,       20408,    4.5,  52.73,-33.548789,154.619428,-56.5,  231.1,                  
        4851,    20413,  52.68,-56.5,  1.48,-86.1, 79.9,  2.0,       20413,    4.7,  52.68,-33.548790,154.619413,-56.5,  231.1,                  
        4852,    20418,  52.64,-56.5,  1.48,-86.1, 81.2,  1.9,       20418,    4.7,  52.64,-33.548787,154.619403,-56.5,  231.2,                  
        4853,    20423,  52.61,-56.5,  1.48,-86.1, 82.7,  1.8,       20423,    4.6,  52.61,-33.548780,154.619394,-56.5,  231.3,                  
        4854,    20427,  52.57,-56.5,  1.48,-86.1, 84.2,  1.8,       20427,    4.5,  52.57,-33.548771,154.619383,-56.5,  231.4,                  
        4855,    20431,  52.53,-56.5,  1.48,-86.1, 85.7,  1.7,       20431,    4.3,  52.53,-33.548764,154.619368,-56.5,  231.5,          Pi      
        4856,    20436,  52.50,-56.5,  1.49,-86.1, 87.5,  1.7,       20436,    4.2,  52.50,-33.548759,154.619350,-56.5,  231.6,                  
        4857,    20440,  52.47,-56.5,  1.49,-86.1, 89.7,  1.6,       20440,    4.2,  52.47,-33.548761,154.619332,-56.5,  231.7,                  
        4858,    20444,  52.43,-56.5,  1.49,-86.0, 92.6,  1.6,       20444,    4.4,  52.43,-33.548770,154.619313,-56.5,  231.8,                  
        4859,    20449,  52.39,-56.5,  1.49,-86.0, 95.9,  1.5,       20449,    4.5,  52.39,-33.548781,154.619293,-56.5,  231.9,                  
        4860,    20453,  52.35,-56.5,  1.50,-86.0, 99.4,  1.5,       20453,    4.5,  52.35,-33.548791,154.619274,-56.5,  232.1,                  
        4861,    20458,  52.32,-56.5,  1.50,-86.0,102.7,  1.5,       20458,    4.6,  52.32,-33.548796,154.619254,-56.5,  232.2,   fv             
        4862,    20462,  52.28,-56.5,  1.50,-86.0,105.6,  1.5,       20462,    4.6,  52.28,-33.548795,154.619236,-56.5,  232.2,                  
        4863,    20467,  52.24,-56.5,  1.51,-86.0,107.9,  1.5,       20467,    4.6,  52.24,-33.548789,154.619222,-56.5,  232.3,          PiTiUi  
        4864,    20472,  52.20,-56.6,  1.51,-86.0,110.1,  1.6,       20472,    4.6,  52.20,-33.548780,154.619212,-56.6,  232.4,                  
        4865,    20476,  52.16,-56.6,  1.51,-86.0,112.5,  1.6,       20476,    4.7,  52.16,-33.548767,154.619206,-56.6,  232.5,                  
        4866,    20481,  52.13,-56.6,  1.51,-86.0,115.0,  1.7,       20481,    4.8,  52.13,-33.548753,154.619203,-56.6,  232.6,                  
        4867,    20486,  52.08,-56.6,  1.51,-86.0,117.2,  1.7,       20486,    4.8,  52.08,-33.548736,154.619202,-56.6,  232.7,                  
        4868,    20491,  52.04,-56.6,  1.51,-86.0,119.1,  1.8,       20491,    4.8,  52.04,-33.548721,154.619202,-56.6,  232.7,                  
        4869,    20495,  52.00,-56.6,  1.51,-86.0,120.5,  1.9,       20495,    4.7,  52.00,-33.548709,154.619203,-56.6,  232.8,                  
        4870,    20500,  51.97,-56.6,  1.51,-86.0,121.5,  2.0,       20500,    4.5,  51.97,-33.548702,154.619203,-56.6,  232.8,                  
        4871,    20504,  51.93,-56.7,  1.51,-86.1,122.2,  2.1,       20504,    4.6,  51.93,-33.548696,154.619197,-56.7,  232.9,                  
        4872,    20509,  51.89,-56.7,  1.51,-86.1,122.6,  2.2,       20509,    4.7,  51.89,-33.548688,154.619185,-56.7,  232.9,                  
        4873,    20514,  51.85,-56.7,  1.50,-86.1,122.7,  2.3,       20514,    4.7,  51.85,-33.548675,154.619165,-56.7,  232.9,                  
        4874,    20518,  51.82,-56.8,  1.50,-86.2,122.6,  2.5,       20518,    4.5,  51.82,-33.548660,154.619141,-56.8,  233.0,                  
        4875,    20523,  51.78,-56.8,  1.49,-86.2,122.3,  2.6,       20523,    4.4,  51.78,-33.548645,154.619116,-56.8,  233.0,                  
        4876,    20527,  51.75,-56.8,  1.49,-86.2,121.8,  2.7,       20527,    4.4,  51.75,-33.548632,154.619092,-56.8,  233.1,                  
        4877,    20532,  51.71,-56.8,  1.48,-86.3,121.2,  2.8,       20532,    4.5,  51.71,-33.548619,154.619067,-56.8,  233.2,                  
        4878,    20536,  51.67,-56.8,  1.48,-86.3,120.4,  3.0,       20536,    4.6,  51.67,-33.548605,154.619041,-56.8,  233.3,                  
        4879,    20541,  51.63,-56.7,  1.47,-86.3,119.6,  3.1,       20541,    4.7,  51.63,-33.548585,154.619012,-56.7,  233.6,                  
        4880,    20546,  51.59,-56.7,  1.46,-86.3,118.8,  3.3,       20546,    4.6,  51.59,-33.548561,154.618980,-56.7,  233.8,                  
        4881,    20550,  51.56,-56.6,  1.45,-86.2,117.8,  3.4,       20550,    4.6,  51.56,-33.548535,154.618947,-56.6,  234.1,                  
        4882,    20555,  51.52,-56.5,  1.45,-86.2,116.9,  3.6,       20555,    4.6,  51.52,-33.548509,154.618915,-56.5,  234.4,                  
        4883,    20559,  51.48,-56.4,  1.44,-86.2,115.9,  3.7,       20559,    4.6,  51.48,-33.548487,154.618882,-56.4,  234.7,                  
        4884,    20564,  51.45,-56.3,  1.43,-86.1,114.9,  3.9,       20564,    4.5,  51.45,-33.548467,154.618848,-56.3,  235.0,                  
        4885,    20568,  51.41,-56.3,  1.43,-86.1,113.9,  4.0,       20568,    4.6,  51.41,-33.548449,154.618809,-56.3,  235.2,                  
        4886,    20573,  51.37,-56.3,  1.42,-86.2,112.9,  4.2,       20573,    4.7,  51.37,-33.548433,154.618766,-56.3,  235.3,                  
        4887,    20578,  51.33,-56.3,  1.42,-86.1,111.9,  4.3,       20578,    4.8,  51.33,-33.548419,154.618719,-56.3,  235.5,                  
        4888,    20583,  51.29,-56.2,  1.41,-86.1,110.9,  4.5,       20583,    4.8,  51.29,-33.548409,154.618668,-56.2,  235.7,                  
        4889,    20587,  51.26,-56.2,  1.41,-86.1,109.9,  4.7,       20587,    4.7,  51.26,-33.548401,154.618616,-56.2,  235.9,                  
        4890,    20592,  51.22,-56.1,  1.41,-86.1,109.0,  4.8,       20592,    4.5,  51.22,-33.548394,154.618561,-56.1,  236.1,                  
        4891,    20596,  51.18,-56.1,  1.40,-86.1,108.1,  5.0,       20596,    4.4,  51.18,-33.548384,154.618505,-56.1,  236.3,                  
        4892,    20601,  51.15,-56.1,  1.40,-86.1,107.2,  5.1,       20601,    4.4,  51.15,-33.548373,154.618448,-56.1,  236.4,  d v             
        4893,    20605,  51.11,-56.1,  1.40,-86.1,106.3,  5.3,       20605,    4.5,  51.11,-33.548361,154.618391,-56.1,  236.5,                  
        4894,    20610,  51.08,-56.1,  1.40,-86.1,105.5,  5.4,       20610,    4.5,  51.08,-33.548352,154.618337,-56.1,  236.7,                  
        4895,    20614,  51.04,-56.1,  1.39,-86.1,104.6,  5.6,       20614,    4.5,  51.04,-33.548345,154.618286,-56.1,  236.8,                  
        4896,    20619,  51.00,-56.0,  1.39,-86.1,103.7,  5.7,       20619,    4.6,  51.00,-33.548338,154.618236,-56.0,  237.0,                  
        4897,    20623,  50.97,-56.0,  1.39,-86.1,102.9,  5.9,       20623,    4.6,  50.97,-33.548327,154.618187,-56.0,  237.1,                  
        4898,    20628,  50.93,-56.0,  1.39,-86.1,102.0,  6.0,       20628,    4.8,  50.93,-33.548310,154.618136,-56.0,  237.3,                  
        4899,    20633,  50.89,-56.0,  1.39,-86.1,101.2,  6.1,       20633,    4.9,  50.89,-33.548289,154.618080,-56.0,  237.4,                  
        4900,    20638,  50.85,-56.0,  1.39,-86.0,100.5,  6.2,       20638,    4.9,  50.85,-33.548267,154.618019,-56.0,  237.6,                  
        4901,    20643,  50.81,-56.0,  1.39,-86.1, 99.9,  6.3,       20643,    4.8,  50.81,-33.548245,154.617953,-56.0,  237.7,          PiTiUi  
        4902,    20648,  50.77,-56.0,  1.39,-86.1, 99.3,  6.4,       20648,    4.6,  50.77,-33.548225,154.617880,-56.0,  237.8,                  
        4903,    20652,  50.74,-56.0,  1.39,-86.1, 98.6,  6.5,       20652,    4.5,  50.74,-33.548206,154.617800,-56.0,  237.9,                  
        4904,    20656,  50.70,-56.0,  1.39,-86.1, 97.8,  6.6,       20656,    4.4,  50.70,-33.548190,154.617713,-56.0,  238.0,                  
        4905,    20661,  50.67,-56.0,  1.39,-86.0, 96.9,  6.7,       20661,    4.4,  50.67,-33.548178,154.617620,-56.0,  238.1,                  
        4906,    20665,  50.63,-56.0,  1.39,-86.0, 96.0,  6.8,       20665,    4.5,  50.63,-33.548173,154.617524,-56.0,  238.2,                  
        4907,    20670,  50.60,-56.0,  1.40,-86.0, 95.0,  6.8,       20670,    4.6,  50.60,-33.548171,154.617430,-56.0,  238.3,                  
        4908,    20675,  50.56,-56.0,  1.40,-86.0, 94.1,  6.9,       20675,    4.6,  50.56,-33.548171,154.617339,-56.0,  238.4,                  
        4909,    20679,  50.52,-56.0,  1.40,-86.0, 93.1,  7.0,       20679,    4.7,  50.52,-33.548169,154.617255,-56.0,  238.5,                  
        4910,    20684,  50.48,-56.0,  1.40,-86.0, 92.1,  7.0,       20684,    4.8,  50.48,-33.548164,154.617175,-56.0,  238.7,                  
        4911,    20689,  50.44,-56.0,  1.41,-86.0, 91.2,  7.0,       20689,    4.9,  50.44,-33.548157,154.617099,-56.0,  238.8,                  
        4912,    20694,  50.40,-56.0,  1.41,-86.0, 90.4,  7.1,       20694,    4.9,  50.40,-33.548148,154.617023,-55.9,  238.9,                  
        4913,    20699,  50.37,-56.0,  1.41,-86.0, 89.7,  7.1,       20699,    4.8,  50.37,-33.548140,154.616944,-56.0,  239.0,          PiTiUi  
        4914,    20703,  50.33,-56.0,  1.41,-85.9, 89.0,  7.1,       20703,    4.6,  50.33,-33.548132,154.616864,-56.0,  239.1,                  
        4915,    20708,  50.29,-55.9,  1.42,-85.9, 88.2,  7.1,       20708,    4.5,  50.29,-33.548125,154.616783,-55.9,  239.2,                  
        4916,    20712,  50.26,-55.9,  1.42,-85.9, 87.2,  7.1,       20712,    4.5,  50.26,-33.548119,154.616701,-55.9,  239.3,                  
        4917,    20717,  50.22,-55.9,  1.42,-85.9, 86.3,  7.1,       20717,    4.7,  50.22,-33.548118,154.616617,-55.9,  239.5,                  
        4918,    20722,  50.18,-56.0,  1.42,-85.9, 85.3,  7.1,       20722,    4.7,  50.18,-33.548125,154.616532,-56.0,  239.5,                  
        4919,    20726,  50.15,-56.0,  1.43,-85.9, 84.3,  7.1,       20726,    4.6,  50.15,-33.548138,154.616448,-56.0,  239.6,                  
        4920,    20731,  50.11,-56.0,  1.43,-85.9, 83.4,  7.0,       20731,    4.6,  50.11,-33.548157,154.616366,-56.0,  239.6,                  
        4921,    20736,  50.08,-56.0,  1.43,-85.9, 82.5,  7.0,       20736,    4.6,  50.08,-33.548177,154.616288,-56.0,  239.7,                  
        4922,    20740,  50.04,-56.0,  1.43,-85.9, 81.6,  6.9,       20740,    4.5,  50.04,-33.548197,154.616215,-56.0,  239.8,                  
        4923,    20745,  50.01,-56.0,  1.43,-85.9, 80.8,  6.9,       20745,    4.4,  50.01,-33.548217,154.616146,-56.0,  239.9,                  
        4924,    20749,  49.97,-56.0,  1.43,-85.9, 80.0,  6.8,       20749,    4.3,  49.97,-33.548237,154.616078,-56.0,  240.0,                  
        4925,    20753,  49.94,-56.0,  1.43,-85.9, 79.3,  6.7,       20753,    4.3,  49.94,-33.548259,154.616006,-56.0,  240.2,                  
        4926,    20758,  49.90,-56.0,  1.43,-85.9, 78.6,  6.7,       20757,    4.4,  49.90,-33.548281,154.615930,-56.0,  240.3,                  
        4927,    20762,  49.87,-56.0,  1.43,-85.9, 78.0,  6.6,       20762,    4.5,  49.87,-33.548302,154.615853,-56.0,  240.4,                  
        4928,    20767,  49.83,-56.0,  1.43,-85.9, 77.5,  6.5,       20767,    4.6,  49.83,-33.548320,154.615777,-56.0,  240.5,                  
        4929,    20771,  49.79,-56.0,  1.43,-85.9, 77.1,  6.4,       20771,    4.6,  49.79,-33.548335,154.615704,-56.0,  240.5,                  
        4930,    20776,  49.76,-56.0,  1.43,-85.9, 76.7,  6.3,       20776,    4.4,  49.76,-33.548349,154.615635,-56.0,  240.6,  d v             
        4931,    20780,  49.73,-56.0,  1.43,-86.0, 76.4,  6.3,       20780,    4.5,  49.73,-33.548365,154.615572,-56.0,  240.7,                  
        4932,    20785,  49.69,-56.1,  1.42,-86.0, 76.2,  6.2,       20785,    4.7,  49.69,-33.548385,154.615511,-56.1,  240.7,                  
        4933,    20790,  49.65,-56.1,  1.42,-86.0, 76.0,  6.1,       20790,    5.0,  49.65,-33.548408,154.615453,-56.1,  240.8,                  
        4934,    20795,  49.61,-56.1,  1.42,-86.0, 76.0,  6.0,       20795,    5.0,  49.61,-33.548430,154.615397,-56.1,  240.8,                  
        4935,    20800,  49.57,-56.1,  1.42,-86.1, 76.0,  5.9,       20800,    4.8,  49.57,-33.548450,154.615341,-56.1,  240.9,                  
        4936,    20804,  49.54,-56.2,  1.42,-86.1, 76.0,  5.9,       20804,    4.5,  49.54,-33.548467,154.615287,-56.2,  241.0,                  
        4937,    20808,  49.51,-56.1,  1.42,-86.1, 76.2,  5.8,       20808,    4.2,  49.51,-33.548483,154.615231,-56.1,  241.1,                  
        4938,    20813,  49.47,-56.1,  1.41,-86.0, 76.4,  5.7,       20813,    4.2,  49.47,-33.548499,154.615173,-56.1,  241.4,                  
        4939,    20817,  49.44,-56.0,  1.41,-86.0, 76.6,  5.7,       20817,    4.4,  49.44,-33.548514,154.615115,-56.0,  241.6,                  
        4940,    20822,  49.40,-56.0,  1.41,-86.0, 76.9,  5.6,       20822,    4.7,  49.40,-33.548526,154.615059,-56.0,  241.7,                  
        4941,    20827,  49.36,-56.0,  1.41,-86.0, 77.2,  5.6,       20827,    4.7,  49.36,-33.548535,154.615006,-56.0,  241.9,                  
        4942,    20831,  49.33,-56.0,  1.40,-86.0, 77.6,  5.5,       20831,    4.7,  49.33,-33.548540,154.614954,-56.0,  242.0,                  
        4943,    20836,  49.29,-56.0,  1.40,-86.0, 77.9,  5.5,       20836,    4.7,  49.29,-33.548544,154.614903,-56.0,  242.1,                  
        4944,    20841,  49.25,-56.0,  1.40,-86.0, 78.3,  5.5,       20841,    4.9,  49.25,-33.548549,154.614849,-56.0,  242.2,                  
        4945,    20846,  49.21,-56.0,  1.40,-86.1, 78.6,  5.5,       20846,    5.0,  49.21,-33.548551,154.614793,-56.0,  242.3,                  
        4946,    20851,  49.17,-56.0,  1.40,-86.1, 78.8,  5.5,       20851,    5.0,  49.17,-33.548552,154.614737,-56.0,  242.4,          PiTiUi  
        4947,    20856,  49.14,-56.0,  1.39,-86.1, 79.1,  5.5,       20856,    4.8,  49.14,-33.548551,154.614683,-56.0,  242.5,                  
        4948,    20860,  49.10,-56.0,  1.39,-86.1, 79.3,  5.5,       20860,    4.5,  49.10,-33.548550,154.614634,-56.0,  242.6,                  
        4949,    20865,  49.07,-56.0,  1.39,-86.1, 79.7,  5.5,       20865,    4.4,  49.07,-33.548549,154.614590,-56.0,  242.7,                  
        4950,    20869,  49.04,-56.0,  1.39,-86.1, 80.0,  5.5,       20869,    4.4,  49.04,-33.548552,154.614549,-56.0,  242.8,                  
        4951,    20873,  49.00,-56.0,  1.38,-86.1, 80.3,  5.5,       20873,    4.4,  49.00,-33.548559,154.614509,-56.0,  243.0,                  
        4952,    20878,  48.97,-56.0,  1.38,-86.1, 80.6,  5.5,       20878,    4.5,  48.97,-33.548567,154.614466,-56.0,  243.1,                  
        4953,    20883,  48.93,-55.9,  1.38,-86.1, 80.8,  5.5,       20882,    4.7,  48.93,-33.548575,154.614416,-55.9,  243.3,                  
