Elapsed time,HeightMSL,      P, Temp,    RH, Dewp,  Dir,Speed,GpsHeightMSL,AscRate,     Pc,       Lat,       Lon, VirT,PotTemp,          KeyFlags
           s,        m,    hPa,   °C,     %,   °C,    °,  m/s,           m,    m/s,    hPa,         °,         °,   °C,     °C,                  
         185,     1068, 893.65,  7.6,100.00,  7.6,241.6, 14.6,        1067,    5.6, 893.65,-33.839114,154.749251,  8.9,   16.8,                  
         186,     1073, 893.00,  7.6,100.00,  7.6,241.6, 14.7,        1073,    5.7, 893.00,-33.839044,154.749402,  8.8,   16.8,                  
         187,     1079, 892.43,  7.5,100.00,  7.5,241.7, 14.7,        1079,    5.7, 892.43,-33.838973,154.749558,  8.8,   16.8,                  
         188,     1085, 891.83,  7.5,100.00,  7.5,241.8, 14.7,        1085,    5.8, 891.83,-33.838905,154.749716,  8.7,   16.9,                  
         189,     1091, 891.15,  7.3, 99.17,  7.2,241.8, 14.8,        1091,    5.9, 891.15,-33.838840,154.749870,  8.5,   16.8,                  
         190,     1096, 890.51,  7.0, 96.46,  6.5,241.9, 14.8,        1096,    5.9, 890.51,-33.838776,154.750018,  8.2,   16.5,                  
         191,     1102, 889.90,  6.8, 94.84,  6.0,242.0, 14.8,        1102,    5.6, 889.90,-33.838713,154.750162,  7.9,   16.3,                  
         192,     1107, 889.30,  6.7, 94.79,  5.9,242.1, 14.8,        1107,    5.2, 889.30,-33.838651,154.750305,  7.8,   16.2,TU                
         193,     1112, 888.81,  6.6, 95.24,  5.9,242.2, 14.8,        1112,    4.7, 888.81,-33.838589,154.750450,  7.7,   16.3,                  
         194,     1117, 888.39,  6.6, 95.96,  6.0,242.3, 14.8,        1116,    4.5, 888.39,-33.838530,154.750595,  7.8,   16.3,                  
         195,     1121, 887.86,  6.6, 96.85,  6.2,242.5, 14.8,        1121,    4.6, 887.86,-33.838474,154.750735,  7.8,   16.4,                  
         196,     1126, 887.33,  6.7, 97.39,  6.3,242.6, 14.8,        1126,    4.7, 887.33,-33.838419,154.750869,  7.8,   16.4,                  
         197,     1131, 886.85,  6.7, 97.84,  6.3,242.7, 14.7,        1131,    4.8, 886.85,-33.838364,154.750999,  7.8,   16.5,                  
         198,     1135, 886.31,  6.7, 98.43,  6.4,242.9, 14.7,        1136,    4.9, 886.31,-33.838305,154.751130,  7.8,   16.5,                  
         199,     1140, 885.75,  6.7, 97.88,  6.3,243.0, 14.7,        1140,    4.8, 885.75,-33.838244,154.751267,  7.8,   16.6,                  
         200,     1145, 885.29,  6.6, 96.93,  6.2,243.2, 14.6,        1145,    4.5, 885.29,-33.838181,154.751410,  7.8,   16.6,                  
         201,     1149, 884.86,  6.6, 95.75,  6.0,243.3, 14.6,        1149,    4.2, 884.86,-33.838117,154.751553,  7.7,   16.6,                  
         202,     1153, 884.43,  6.5, 93.26,  5.5,243.5, 14.6,        1153,    4.1, 884.43,-33.838053,154.751694,  7.6,   16.6,                  
         203,     1157, 883.98,  6.5, 91.59,  5.3,243.6, 14.5,        1157,    4.3, 883.98,-33.837986,154.751833,  7.6,   16.6,                  
         204,     1162, 883.45,  6.5, 91.33,  5.2,243.8, 14.5,        1162,    4.7, 883.45,-33.837919,154.751973,  7.6,   16.7,                  
         205,     1167, 882.93,  6.6, 91.22,  5.2,243.9, 14.4,        1167,    5.0, 882.93,-33.837856,154.752114,  7.6,   16.7,                  
         206,     1172, 882.34,  6.6, 91.25,  5.3,244.1, 14.4,        1172,    5.3, 882.34,-33.837797,154.752254,  7.7,   16.8,                  
         207,     1178, 881.74,  6.6, 92.03,  5.4,244.3, 14.4,        1178,    5.5, 881.74,-33.837740,154.752393,  7.7,   16.9,                  
         208,     1183, 881.15,  6.6, 93.77,  5.7,244.4, 14.3,        1183,    5.6, 881.15,-33.837682,154.752530,  7.7,   16.9,                  
         209,     1189, 880.57,  6.5, 96.30,  6.0,244.6, 14.3,        1189,    5.5, 880.57,-33.837627,154.752666,  7.7,   16.9,                  
         210,     1194, 879.98,  6.4, 96.58,  5.9,244.7, 14.2,        1194,    5.4, 879.98,-33.837575,154.752803,  7.6,   16.9,                  
         211,     1199, 879.40,  6.4, 95.29,  5.7,244.9, 14.2,        1200,    5.1, 879.40,-33.837525,154.752940,  7.5,   16.9,                  
         212,     1204, 878.95,  6.4, 96.34,  5.8,245.0, 14.2,        1204,    4.6, 878.95,-33.837477,154.753078,  7.5,   16.9,                  
         213,     1208, 878.49,  6.4, 98.85,  6.2,245.2, 14.1,        1208,    4.4, 878.49,-33.837431,154.753219,  7.5,   17.0,                  
         214,     1213, 878.01,  6.4,100.00,  6.4,245.3, 14.1,        1213,    4.2, 878.01,-33.837388,154.753363,  7.5,   17.0,                  
         215,     1217, 877.58,  6.4,100.00,  6.4,245.4, 14.1,        1217,    4.2, 877.58,-33.837347,154.753505,  7.5,   17.0,                  
         216,     1221, 877.15,  6.3,100.00,  6.3,245.5, 14.0,        1221,    4.1, 877.15,-33.837306,154.753644,  7.5,   17.0,                  
         217,     1225, 876.69,  6.2, 99.78,  6.2,245.6, 14.0,        1225,    4.2, 876.69,-33.837259,154.753778,  7.4,   17.0,                  
         218,     1229, 876.23,  6.1,100.00,  6.1,245.7, 14.0,        1229,    4.3, 876.23,-33.837206,154.753911,  7.3,   16.9,                  
         219,     1234, 875.75,  6.1,100.00,  6.1,245.8, 14.0,        1234,    4.3, 875.75,-33.837149,154.754046,  7.2,   16.9,                  
         220,     1238, 875.32,  6.1,100.00,  6.1,245.9, 13.9,        1238,    4.5, 875.32,-33.837093,154.754186,  7.2,   17.0,                  
         221,     1243, 874.81,  6.0,100.00,  6.0,246.0, 13.9,        1243,    4.8, 874.81,-33.837040,154.754327,  7.2,   17.0,                  
         222,     1248, 874.23,  5.9,100.00,  5.9,246.1, 13.9,        1248,    5.1, 874.23,-33.836992,154.754469,  7.0,   16.9,                  
         223,     1253, 873.67,  5.8, 99.60,  5.8,246.1, 13.9,        1253,    5.2, 873.67,-33.836946,154.754610,  7.0,   16.9,                  
         224,     1258, 873.07,  5.8, 98.49,  5.6,246.2, 13.8,        1259,    5.0, 873.07,-33.836902,154.754749,  7.0,   16.9,                  
         225,     1263, 872.64,  5.7, 95.55,  5.0,246.2, 13.8,        1263,    4.6, 872.64,-33.836857,154.754886,  6.8,   16.8,                  
         226,     1267, 872.26,  5.5, 93.73,  4.6,246.3, 13.8,        1267,    4.4, 872.26,-33.836807,154.755024,  6.5,   16.6,                  
         227,     1272, 871.70,  5.4, 94.56,  4.6,246.4, 13.8,        1272,    4.7, 871.70,-33.836751,154.755164,  6.5,   16.6,                  
         228,     1277, 871.12,  5.4, 95.53,  4.8,246.4, 13.8,        1277,    5.0, 871.12,-33.836692,154.755307,  6.5,   16.7,                  
         229,     1282, 870.60,  5.4, 96.32,  4.9,246.4, 13.7,        1282,    5.1, 870.60,-33.836634,154.755448,  6.5,   16.7,                  
         230,     1287, 870.07,  5.4, 97.05,  5.0,246.5, 13.7,        1287,    5.1, 870.07,-33.836580,154.755584,  6.5,   16.8,                  
         231,     1292, 869.53,  5.4, 95.38,  4.7,246.5, 13.7,        1292,    5.1, 869.53,-33.836530,154.755714,  6.4,   16.8,                  
         232,     1298, 868.98,  5.3, 94.84,  4.6,246.5, 13.7,        1298,    5.2, 868.98,-33.836480,154.755836,  6.4,   16.8,                  
         233,     1303, 868.40,  5.4, 97.04,  4.9,246.5, 13.7,        1303,    5.1, 868.40,-33.836425,154.755955,  6.4,   16.9,                  
         234,     1308, 867.88,  5.4, 97.65,  5.1,246.5, 13.6,        1308,    5.0, 867.88,-33.836367,154.756074,  6.5,   17.0,                  
         235,     1313, 867.39,  5.3, 94.24,  4.4,246.5, 13.6,        1313,    4.8, 867.39,-33.836309,154.756197,  6.3,   16.9,                  
         236,     1317, 866.87,  5.2, 91.97,  4.0,246.4, 13.6,        1317,    4.8, 866.87,-33.836257,154.756323,  6.2,   16.8,                  
         237,     1322, 866.37,  5.1, 91.96,  3.9,246.4, 13.6,        1322,    4.9, 866.37,-33.836214,154.756455,  6.1,   16.8,                  
         238,     1327, 865.82,  5.1, 92.19,  4.0,246.3, 13.6,        1327,    5.0, 865.82,-33.836177,154.756593,  6.1,   16.9,                  
         239,     1332, 865.28,  5.1, 92.26,  4.0,246.2, 13.5,        1332,    5.1, 865.28,-33.836143,154.756735,  6.1,   16.9,                  
         240,     1338, 864.75,  5.1, 91.88,  3.9,246.1, 13.5,        1338,    5.4, 864.75,-33.836108,154.756878,  6.1,   17.0,                  
         241,     1343, 864.14,  5.1, 91.30,  3.8,246.0, 13.5,        1343,    5.7, 864.14,-33.836068,154.757021,  6.1,   17.0,                  
         242,     1349, 863.46,  5.1, 91.00,  3.8,245.8, 13.4,        1349,    5.9, 863.46,-33.836026,154.757165,  6.1,   17.1,                  
         243,     1355, 862.86,  5.1, 90.67,  3.7,245.6, 13.4,        1355,    5.7, 862.86,-33.835982,154.757311,  6.1,   17.2,                  
         244,     1360, 862.34,  5.1, 90.19,  3.7,245.4, 13.4,        1360,    5.5, 862.34,-33.835939,154.757457,  6.1,   17.2,                  
         245,     1366, 861.74,  5.2, 89.47,  3.6,245.2, 13.4,        1366,    5.5, 861.74,-33.835899,154.757603,  6.1,   17.3,                  
         246,     1371, 861.14,  5.2, 88.25,  3.4,245.0, 13.3,        1371,    5.4, 861.14,-33.835860,154.757749,  6.2,   17.4,                  
         247,     1377, 860.60,  5.3, 86.88,  3.3,244.7, 13.3,        1377,    5.3, 860.60,-33.835818,154.757892,  6.2,   17.5,                  
         248,     1382, 860.06,  5.3, 85.53,  3.1,244.4, 13.2,        1382,    5.2, 860.06,-33.835770,154.758029,  6.3,   17.6,                  
         249,     1387, 859.51,  5.4, 84.12,  3.0,244.2, 13.2,        1387,    5.3, 859.51,-33.835716,154.758159,  6.3,   17.8,                  
         250,     1393, 858.94,  5.5, 82.78,  2.8,243.9, 13.2,        1393,    5.4, 858.94,-33.835658,154.758280,  6.4,   17.9,                  
         251,     1398, 858.35,  5.6, 81.60,  2.7,243.6, 13.1,        1398,    5.6, 858.35,-33.835599,154.758398,  6.5,   18.1,                  
         252,     1404, 857.74,  5.7, 80.93,  2.7,243.3, 13.1,        1404,    5.8, 857.74,-33.835536,154.758513,  6.6,   18.2,                  
         253,     1410, 857.10,  5.7, 80.74,  2.7,243.0, 13.1,        1410,    5.9, 857.10,-33.835469,154.758628,  6.6,   18.3,                  
         254,     1416, 856.49,  5.7, 80.76,  2.6,242.6, 13.0,        1416,    6.0, 856.49,-33.835400,154.758743,  6.6,   18.4,                  
         255,     1422, 855.85,  5.6, 80.94,  2.6,242.4, 13.0,        1422,    6.2, 855.85,-33.835332,154.758857,  6.5,   18.4,                  
         256,     1428, 855.18,  5.5, 81.41,  2.6,242.1, 13.0,        1428,    6.3, 855.18,-33.835268,154.758974,  6.5,   18.3,                  
         257,     1435, 854.52,  5.4, 81.99,  2.6,241.8, 13.0,        1435,    6.3, 854.52,-33.835210,154.759093,  6.4,   18.3,                  
         258,     1441, 853.85,  5.4, 82.49,  2.6,241.6, 12.9,        1441,    6.3, 853.85,-33.835156,154.759212,  6.3,   18.3,                  
         259,     1447, 853.23,  5.3, 82.97,  2.7,241.3, 12.9,        1447,    6.1, 853.23,-33.835103,154.759331,  6.2,   18.3,                  
         260,     1453, 852.60,  5.2, 83.43,  2.7,241.1, 12.9,        1453,    6.0, 852.60,-33.835052,154.759449,  6.2,   18.3,                  
         261,     1459, 851.98,  5.2, 83.65,  2.6,240.9, 12.9,        1459,    5.8, 851.98,-33.834999,154.759565,  6.1,   18.3,                  
         262,     1465, 851.39,  5.1, 83.64,  2.6,240.8, 12.9,        1465,    5.7, 851.39,-33.834947,154.759681,  6.0,   18.3,                  
         263,     1470, 850.81,  5.1, 83.73,  2.6,240.7, 12.9,        1470,    5.5, 850.81,-33.834895,154.759797,  6.0,   18.3,                  
         264,     1476, 850.27,  5.1, 84.12,  2.6,240.5, 12.9,        1476,    5.5, 850.27,-33.834841,154.759917,  6.0,   18.3,                  
         265,     1481, 849.68,  5.0, 84.73,  2.7,240.5, 12.9,        1481,    5.6, 849.68,-33.834786,154.760039,  5.9,   18.3,                  
         266,     1487, 849.05,  4.9, 85.12,  2.7,240.4, 12.9,        1487,    5.8, 849.05,-33.834729,154.760161,  5.9,   18.3,                  
         267,     1493, 848.46,  4.9, 85.14,  2.6,240.4, 12.9,        1493,    5.8, 848.46,-33.834671,154.760281,  5.8,   18.3,   fv             
         268,     1499, 847.86,  4.9, 84.90,  2.5,240.4, 12.9,        1499,    5.7, 847.86,-33.834610,154.760402,  5.8,   18.3,                  
         269,     1504, 847.27,  4.8, 84.70,  2.5,240.5, 12.9,        1504,    5.6, 847.27,-33.834546,154.760523,  5.7,   18.4,                  
         270,     1510, 846.71,  4.8, 84.68,  2.4,240.5, 12.9,        1510,    5.5, 846.71,-33.834479,154.760644,  5.7,   18.4,                  
         271,     1515, 846.15,  4.8, 84.86,  2.4,240.6, 12.9,        1515,    5.7, 846.15,-33.834412,154.760765,  5.7,   18.4,                  
         272,     1521, 845.54,  4.7, 85.19,  2.5,240.7, 12.9,        1521,    6.0, 845.54,-33.834349,154.760885,  5.7,   18.5,                  
         273,     1528, 844.84,  4.7, 85.71,  2.5,240.8, 12.9,        1528,    6.3, 844.84,-33.834290,154.761006,  5.6,   18.5,                  
         274,     1534, 844.16,  4.6, 86.31,  2.5,240.9, 12.9,        1534,    6.5, 844.16,-33.834234,154.761128,  5.5,   18.5,                  
         275,     1541, 843.51,  4.5, 86.95,  2.5,241.1, 12.9,        1541,    6.4, 843.51,-33.834180,154.761251,  5.4,   18.4,                  
         276,     1547, 842.86,  4.5, 87.50,  2.6,241.3, 12.9,        1547,    6.3, 842.86,-33.834128,154.761373,  5.4,   18.4,                  
         277,     1553, 842.23,  4.4, 88.04,  2.6,241.5, 12.9,        1553,    6.2, 842.23,-33.834076,154.761495,  5.3,   18.4,                  
         278,     1559, 841.59,  4.3, 88.55,  2.6,241.6, 12.9,        1559,    6.2, 841.59,-33.834022,154.761617,  5.2,   18.4,                  
         279,     1565, 840.94,  4.3, 88.87,  2.6,241.8, 13.0,        1565,    6.1, 840.94,-33.833964,154.761739,  5.2,   18.4,                  
         280,     1572, 840.31,  4.2, 89.02,  2.6,242.0, 13.0,        1572,    6.1, 840.31,-33.833904,154.761858,  5.1,   18.4,                  
         281,     1578, 839.71,  4.2, 89.09,  2.6,242.3, 13.0,        1578,    6.2, 839.71,-33.833846,154.761975,  5.1,   18.5,                  
         282,     1584, 839.07,  4.2, 89.19,  2.6,242.5, 13.0,        1584,    6.3, 839.07,-33.833790,154.762092,  5.1,   18.5,                  
         283,     1590, 838.35,  4.2, 89.41,  2.6,242.7, 13.0,        1590,    6.4, 838.35,-33.833735,154.762211,  5.1,   18.6,                  
         284,     1596, 837.71,  4.1, 89.45,  2.5,242.9, 13.0,        1597,    6.1, 837.71,-33.833683,154.762333,  5.0,   18.6,                  
         285,     1602, 837.15,  4.1, 89.04,  2.4,243.2, 13.0,        1602,    5.8, 837.15,-33.833632,154.762459,  5.0,   18.6,                  
         286,     1608, 836.62,  4.1, 88.27,  2.3,243.4, 13.0,        1608,    5.6, 836.62,-33.833585,154.762591,  5.0,   18.6,                  
         287,     1613, 836.01,  4.0, 86.92,  2.1,243.6, 13.1,        1613,    5.6, 836.01,-33.833539,154.762729,  4.9,   18.7,T                 
         288,     1619, 835.41,  4.0, 84.58,  1.7,243.8, 13.1,        1619,    5.7, 835.41,-33.833491,154.762867,  4.9,   18.7,                  
         289,     1625, 834.82,  4.1, 82.55,  1.4,244.1, 13.1,        1625,    5.7, 834.82,-33.833440,154.763003,  4.9,   18.8,                  
         290,     1631, 834.24,  4.1, 81.51,  1.2,244.3, 13.1,        1631,    5.6, 834.24,-33.833386,154.763131,  4.9,   18.9,                  
         291,     1636, 833.67,  4.1, 81.13,  1.2,244.5, 13.1,        1636,    5.6, 833.67,-33.833332,154.763253,  4.9,   19.0,                  
         292,     1642, 833.11,  4.1, 81.19,  1.2,244.7, 13.1,        1642,    5.7, 833.11,-33.833280,154.763372,  4.9,   19.0,                  
         293,     1648, 832.52,  4.1, 80.99,  1.1,244.9, 13.2,        1648,    6.0, 832.52,-33.833230,154.763493,  4.9,   19.0,                  
         294,     1654, 831.84,  4.0, 80.20,  0.9,245.1, 13.2,        1654,    6.3, 831.84,-33.833179,154.763618,  4.9,   19.1,                  
         295,     1661, 831.17,  4.0, 79.02,  0.7,245.3, 13.2,        1661,    6.5, 831.17,-33.833127,154.763748,  4.8,   19.1,                  
         296,     1667, 830.49,  4.0, 78.01,  0.5,245.5, 13.2,        1667,    6.5, 830.49,-33.833076,154.763881,  4.8,   19.2,                  
         297,     1673, 829.86,  4.0, 77.10,  0.4,245.7, 13.2,        1673,    6.4, 829.86,-33.833029,154.764017,  4.8,   19.2,                  
         298,     1680, 829.25,  4.0, 76.23,  0.2,245.9, 13.3,        1680,    6.4, 829.25,-33.832984,154.764154,  4.8,   19.3,                  
         299,     1686, 828.55,  4.0, 75.54,  0.1,246.1, 13.3,        1686,    6.5, 828.55,-33.832940,154.764289,  4.8,   19.3,                  
         300,     1693, 827.86,  4.0, 74.91, -0.1,246.3, 13.3,        1693,    6.5, 827.86,-33.832895,154.764420,  4.7,   19.4,                  
         301,     1699, 827.24,  4.0, 74.82, -0.1,246.5, 13.3,        1699,    6.3, 827.24,-33.832851,154.764550,  4.7,   19.5,                  
         302,     1705, 826.62,  4.0, 75.80,  0.1,246.7, 13.3,        1705,    6.2, 826.62,-33.832807,154.764682,  4.7,   19.5,                  
         303,     1712, 825.99,  3.9, 77.16,  0.3,246.9, 13.3,        1712,    6.1, 825.99,-33.832761,154.764815,  4.7,   19.6,                  
         304,     1718, 825.38,  3.9, 77.71,  0.4,247.1, 13.3,        1718,    6.0, 825.38,-33.832713,154.764946,  4.7,   19.6,                  
         305,     1723, 824.77,  3.8, 77.51,  0.3,247.2, 13.4,        1724,    6.0, 824.77,-33.832664,154.765074,  4.6,   19.6,                  
         306,     1729, 824.17,  3.8, 77.23,  0.2,247.4, 13.4,        1729,    5.9, 824.17,-33.832617,154.765203,  4.6,   19.6,                  
         307,     1735, 823.59,  3.7, 77.08,  0.1,247.6, 13.4,        1735,    5.8, 823.59,-33.832571,154.765335,  4.5,   19.6,                  
         308,     1741, 823.00,  3.7, 76.71,  0.0,247.8, 13.4,        1741,    5.9, 823.00,-33.832525,154.765470,  4.4,   19.6,                  
         309,     1747, 822.38,  3.6, 76.39, -0.2,248.0, 13.4,        1747,    6.0, 822.38,-33.832476,154.765605,  4.4,   19.6,                  
         310,     1753, 821.77,  3.6, 75.97, -0.3,248.3, 13.4,        1753,    6.1, 821.77,-33.832427,154.765739,  4.3,   19.6,                  
         311,     1759, 821.16,  3.5, 75.69, -0.4,248.5, 13.4,        1759,    6.2, 821.16,-33.832379,154.765875,  4.3,   19.6,                  
         312,     1766, 820.53,  3.5, 75.99, -0.3,248.7, 13.4,        1766,    6.3, 820.53,-33.832332,154.766015,  4.3,   19.7,                  
