Elapsed time,HeightMSL,      P, Temp,    RH, Dewp,  Dir,Speed,GpsHeightMSL,AscRate,     Pc,       Lat,       Lon, VirT,PotTemp,          KeyFlags
           s,        m,    hPa,   °C,     %,   °C,    °,  m/s,           m,    m/s,    hPa,         °,         °,   °C,     °C,                  
         937,     5472, 512.55,-14.4, 24.05,-30.6,262.5, 23.8,        5472,    7.0, 512.55,-33.804981,154.883712,-14.3,   40.3,                  
         938,     5479, 512.08,-14.5, 24.27,-30.5,262.6, 23.8,        5479,    6.9, 512.08,-33.804961,154.883946,-14.4,   40.3,                  
         939,     5486, 511.66,-14.5, 24.50,-30.5,262.7, 23.9,        5486,    7.0, 511.66,-33.804935,154.884183,-14.4,   40.3,                  
         940,     5493, 511.17,-14.6, 24.70,-30.5,262.9, 23.9,        5493,    7.3, 511.17,-33.804902,154.884428,-14.5,   40.3,                  
         941,     5501, 510.62,-14.7, 24.84,-30.5,263.0, 23.9,        5501,    7.7, 510.62,-33.804861,154.884683,-14.6,   40.3,                  
         942,     5509, 510.07,-14.7, 25.03,-30.5,263.2, 23.9,        5509,    7.8, 510.07,-33.804816,154.884947,-14.6,   40.3,                  
         943,     5516, 509.57,-14.8, 25.36,-30.4,263.3, 23.9,        5516,    7.3, 509.57,-33.804771,154.885219,-14.7,   40.4,                  
         944,     5523, 509.14,-14.8, 25.87,-30.2,263.5, 23.9,        5523,    6.7, 509.14,-33.804733,154.885497,-14.7,   40.4,                  
         945,     5529, 508.72,-14.8, 26.43,-30.0,263.6, 23.9,        5529,    6.4, 508.72,-33.804701,154.885783,-14.7,   40.5,                  
         946,     5535, 508.30,-14.9, 26.89,-29.8,263.8, 23.9,        5535,    6.5, 508.30,-33.804678,154.886071,-14.8,   40.5,                  
         947,     5542, 507.84,-14.9, 27.31,-29.7,263.9, 23.9,        5542,    6.8, 507.84,-33.804660,154.886358,-14.8,   40.5,                  
         948,     5549, 507.34,-15.0, 27.78,-29.6,264.0, 23.8,        5549,    7.1, 507.34,-33.804644,154.886636,-14.9,   40.5,                  
         949,     5556, 506.86,-15.1, 28.07,-29.6,264.2, 23.8,        5556,    7.0, 506.86,-33.804626,154.886905,-15.0,   40.5,                  
         950,     5563, 506.41,-15.2, 28.07,-29.6,264.3, 23.8,        5563,    6.8, 506.41,-33.804609,154.887168,-15.1,   40.5,                  
         951,     5570, 505.98,-15.2, 27.90,-29.7,264.4, 23.7,        5570,    6.6, 505.98,-33.804594,154.887429,-15.1,   40.5,                  
         952,     5576, 505.55,-15.3, 27.89,-29.8,264.5, 23.7,        5576,    6.6, 505.55,-33.804583,154.887690,-15.2,   40.5,                  
         953,     5583, 505.09,-15.3, 28.11,-29.7,264.6, 23.6,        5583,    7.0, 505.09,-33.804574,154.887948,-15.2,   40.5,                  
         954,     5591, 504.58,-15.4, 28.40,-29.7,264.7, 23.5,        5591,    7.5, 504.58,-33.804566,154.888200,-15.3,   40.5,                  
         955,     5599, 504.05,-15.5, 28.64,-29.7,264.8, 23.5,        5599,    7.7, 504.05,-33.804555,154.888445,-15.4,   40.5,                  
         956,     5606, 503.53,-15.5, 28.83,-29.7,264.8, 23.4,        5606,    7.5, 503.53,-33.804539,154.888685,-15.4,   40.5,                  
         957,     5613, 503.07,-15.6, 28.87,-29.7,264.9, 23.3,        5613,    6.8, 503.07,-33.804521,154.888924,-15.5,   40.5,                  
         958,     5619, 502.71,-15.6, 28.65,-29.8,265.0, 23.3,        5619,    6.0, 502.71,-33.804504,154.889162,-15.5,   40.6,                  
         959,     5624, 502.34,-15.7, 28.30,-30.0,265.0, 23.2,        5624,    5.4, 502.34,-33.804489,154.889397,-15.6,   40.6,                  
         960,     5629, 502.01,-15.7, 28.07,-30.1,265.1, 23.1,        5629,    5.1, 502.01,-33.804477,154.889628,-15.6,   40.6,                  
         961,     5634, 501.68,-15.8, 27.99,-30.2,265.1, 23.1,        5634,    4.9, 501.68,-33.804465,154.889857,-15.7,   40.6,                  
         962,     5639, 501.35,-15.8, 28.00,-30.2,265.2, 23.0,        5639,    4.7, 501.35,-33.804451,154.890087,-15.7,   40.6,                  
         963,     5644, 501.05,-15.8, 28.06,-30.2,265.2, 22.9,        5644,    4.7, 501.05,-33.804435,154.890323,-15.7,   40.6,                  
         964,     5648, 500.74,-15.9, 28.06,-30.3,265.3, 22.9,        5648,    4.9, 500.74,-33.804417,154.890564,-15.8,   40.6,                  
         965,     5654, 500.40,-15.9, 28.10,-30.3,265.3, 22.8,        5653,    5.2, 500.40,-33.804396,154.890809,-15.8,   40.6,                  
         966,     5659, 500.02,-16.0, 28.25,-30.3,265.4, 22.8,        5659,    5.5, 500.02,-33.804376,154.891057,-15.9,   40.6,                  
         967,     5665, 499.64,-16.0, 28.47,-30.2,265.4, 22.8,        5665,    5.6, 499.64,-33.804358,154.891306,-15.9,   40.6,                  
         968,     5670, 499.27,-16.1, 28.71,-30.2,265.5, 22.7,        5670,    5.6, 499.27,-33.804341,154.891559,-16.0,   40.6,                  
         969,     5676, 498.91,-16.1, 28.86,-30.2,265.5, 22.7,        5676,    5.6, 498.91,-33.804322,154.891814,-16.0,   40.6,                  
         970,     5682, 498.52,-16.2, 28.92,-30.2,265.6, 22.7,        5681,    5.7, 498.52,-33.804300,154.892071,-16.1,   40.6,                  
         971,     5688, 498.14,-16.2, 29.05,-30.2,265.7, 22.7,        5687,    6.0, 498.14,-33.804274,154.892328,-16.1,   40.6,                  
         972,     5694, 497.72,-16.3, 29.33,-30.2,265.7, 22.7,        5694,    6.6, 497.72,-33.804246,154.892580,-16.2,   40.6,                  
         973,     5702, 497.23,-16.4, 29.82,-30.1,265.8, 22.7,        5701,    7.5, 497.23,-33.804218,154.892823,-16.3,   40.6,                  
         974,     5710, 496.67,-16.5, 30.68,-29.8,265.9, 22.7,        5710,    8.4, 496.67,-33.804191,154.893058,-16.4,   40.6,                  
         975,     5719, 496.07,-16.5, 31.80,-29.5,265.9, 22.7,        5719,    8.8, 496.07,-33.804165,154.893288,-16.4,   40.7,                  
         976,     5728, 495.47,-16.6, 32.82,-29.2,266.0, 22.7,        5728,    8.7, 495.47,-33.804141,154.893516,-16.5,   40.7,                  
         977,     5735, 494.95,-16.7, 33.38,-29.1,266.0, 22.7,        5736,    7.8, 494.95,-33.804119,154.893744,-16.6,   40.7,                  
         978,     5742, 494.52,-16.7, 33.42,-29.1,266.1, 22.8,        5742,    6.7, 494.52,-33.804104,154.893972,-16.6,   40.7,                  
         979,     5748, 494.16,-16.8, 33.20,-29.2,266.1, 22.8,        5748,    5.6, 494.16,-33.804098,154.894205,-16.7,   40.7,                  
         980,     5752, 493.86,-16.8, 33.04,-29.3,266.1, 22.8,        5752,    4.7, 493.86,-33.804102,154.894445,-16.7,   40.7,                  
         981,     5757, 493.58,-16.8, 33.05,-29.4,266.1, 22.8,        5757,    4.3, 493.58,-33.804115,154.894691,-16.7,   40.7,                  
         982,     5761, 493.31,-16.9, 33.18,-29.4,266.1, 22.9,        5761,    4.2, 493.31,-33.804130,154.894942,-16.8,   40.7,                  
         983,     5765, 493.03,-16.9, 33.31,-29.4,266.1, 22.9,        5765,    4.3, 493.03,-33.804141,154.895194,-16.8,   40.7,                  
         984,     5770, 492.73,-17.0, 33.32,-29.4,266.1, 23.0,        5770,    4.5, 492.73,-33.804146,154.895447,-16.9,   40.8,                  
         985,     5774, 492.41,-17.0, 33.22,-29.5,266.0, 23.0,        5774,    4.8, 492.41,-33.804143,154.895700,-16.9,   40.8,                  
         986,     5780, 492.07,-17.0, 33.15,-29.5,266.0, 23.1,        5779,    5.1, 492.07,-33.804134,154.895955,-16.9,   40.8,                  
         987,     5785, 491.72,-17.1, 33.21,-29.5,265.9, 23.1,        5785,    5.3, 491.72,-33.804121,154.896210,-17.0,   40.8,                  
         988,     5790, 491.37,-17.1, 33.36,-29.5,265.8, 23.1,        5790,    5.4, 491.37,-33.804106,154.896464,-17.0,   40.8,                  
         989,     5796, 491.00,-17.2, 33.65,-29.5,265.7, 23.2,        5796,    5.6, 491.00,-33.804088,154.896715,-17.1,   40.8,                  
         990,     5802, 490.62,-17.3, 34.12,-29.4,265.6, 23.2,        5802,    5.8, 490.62,-33.804067,154.896965,-17.1,   40.8,                  
         991,     5808, 490.23,-17.3, 34.61,-29.3,265.5, 23.3,        5808,    6.2, 490.23,-33.804041,154.897213,-17.2,   40.8,                  
         992,     5814, 489.80,-17.4, 34.89,-29.3,265.4, 23.3,        5814,    6.4, 489.80,-33.804013,154.897459,-17.3,   40.8,                  
         993,     5821, 489.36,-17.4, 34.96,-29.3,265.3, 23.4,        5821,    6.5, 489.36,-33.803984,154.897702,-17.3,   40.8,                  
         994,     5827, 488.95,-17.5, 34.85,-29.4,265.2, 23.4,        5827,    6.2, 488.95,-33.803958,154.897945,-17.4,   40.8,                  
         995,     5833, 488.59,-17.5, 34.66,-29.4,265.1, 23.4,        5833,    5.8, 488.59,-33.803936,154.898194,-17.4,   40.9,                  
         996,     5838, 488.23,-17.6, 34.60,-29.5,265.0, 23.5,        5838,    5.5, 488.23,-33.803919,154.898450,-17.4,   40.9,          PiTiUi  
         997,     5844, 487.88,-17.6, 34.66,-29.5,265.0, 23.5,        5844,    5.4, 487.88,-33.803906,154.898714,-17.5,   40.9,                  
         998,     5849, 487.53,-17.6, 34.77,-29.5,264.9, 23.5,        5849,    5.4, 487.53,-33.803894,154.898983,-17.5,   40.9,                  
         999,     5855, 487.17,-17.7, 34.85,-29.6,264.8, 23.6,        5855,    5.6, 487.17,-33.803881,154.899251,-17.6,   40.9,                  
        1000,     5860, 486.78,-17.7, 34.94,-29.6,264.8, 23.6,        5860,    5.7, 486.78,-33.803865,154.899513,-17.6,   40.9,                  
        1001,     5866, 486.41,-17.8, 35.00,-29.6,264.7, 23.7,        5866,    5.8, 486.41,-33.803844,154.899766,-17.7,   40.9,                  
        1002,     5872, 486.03,-17.8, 35.01,-29.7,264.7, 23.7,        5872,    5.8, 486.03,-33.803820,154.900014,-17.7,   40.9, U                
        1003,     5878, 485.65,-17.9, 34.93,-29.7,264.6, 23.7,        5878,    5.6, 485.65,-33.803792,154.900263,-17.8,   40.9,                  
        1004,     5883, 485.30,-17.9, 34.74,-29.8,264.6, 23.8,        5883,    5.3, 485.30,-33.803760,154.900513,-17.8,   40.9,                  
        1005,     5888, 484.98,-18.0, 34.48,-29.9,264.7, 23.8,        5888,    4.9, 484.98,-33.803725,154.900767,-17.9,   41.0,                  
        1006,     5893, 484.69,-18.0, 34.27,-30.0,264.7, 23.8,        5893,    4.7, 484.69,-33.803687,154.901021,-17.9,   41.0,                  
        1007,     5897, 484.39,-18.0, 34.06,-30.1,264.7, 23.9,        5897,    4.8, 484.39,-33.803649,154.901274,-17.9,   41.0,                  
        1008,     5903, 484.05,-18.1, 33.65,-30.3,264.8, 23.9,        5902,    5.3, 484.05,-33.803615,154.901525,-18.0,   41.0,                  
        1009,     5909, 483.67,-18.1, 32.97,-30.5,264.9, 24.0,        5908,    5.9, 483.67,-33.803587,154.901774,-18.0,   41.0,                  
        1010,     5915, 483.23,-18.2, 32.19,-30.8,265.0, 24.0,        5915,    6.7, 483.23,-33.803565,154.902026,-18.1,   41.0,                  
        1011,     5923, 482.78,-18.2, 31.47,-31.1,265.1, 24.0,        5922,    7.2, 482.78,-33.803550,154.902280,-18.1,   41.1,                  
        1012,     5930, 482.28,-18.2, 31.00,-31.3,265.3, 24.1,        5930,    7.4, 482.28,-33.803540,154.902537,-18.2,   41.1,                  
        1013,     5937, 481.78,-18.3, 30.79,-31.4,265.4, 24.1,        5937,    7.0, 481.78,-33.803534,154.902795,-18.2,   41.2,                  
        1014,     5943, 481.38,-18.3, 30.68,-31.5,265.6, 24.1,        5943,    6.0, 481.38,-33.803531,154.903052,-18.2,   41.2,                  
        1015,     5948, 481.12,-18.3, 30.56,-31.5,265.8, 24.2,        5948,    4.9, 481.12,-33.803527,154.903313,-18.2,   41.2,                  
        1016,     5952, 480.86,-18.4, 30.47,-31.6,265.9, 24.2,        5952,    4.5, 480.86,-33.803520,154.903580,-18.3,   41.2,                  
        1017,     5957, 480.54,-18.4, 30.47,-31.6,266.1, 24.2,        5957,    4.7, 480.54,-33.803507,154.903852,-18.3,   41.2,                  
        1018,     5962, 480.20,-18.5, 30.53,-31.6,266.3, 24.3,        5962,    5.2, 480.20,-33.803489,154.904125,-18.4,   41.2,                  
        1019,     5968, 479.82,-18.5, 30.67,-31.6,266.5, 24.3,        5968,    5.5, 479.82,-33.803468,154.904395,-18.4,   41.2,                  
        1020,     5973, 479.46,-18.6, 30.83,-31.6,266.7, 24.4,        5973,    5.5, 479.46,-33.803448,154.904658,-18.5,   41.3,                  
        1021,     5979, 479.14,-18.6, 30.93,-31.6,266.9, 24.4,        5979,    5.3, 479.14,-33.803428,154.904917,-18.5,   41.3,                  
        1022,     5984, 478.81,-18.6, 30.93,-31.7,267.1, 24.4,        5984,    5.2, 478.81,-33.803411,154.905175,-18.6,   41.3,                  
        1023,     5989, 478.47,-18.7, 30.90,-31.7,267.3, 24.5,        5989,    5.2, 478.47,-33.803397,154.905434,-18.6,   41.3,                  
        1024,     5994, 478.13,-18.7, 30.84,-31.8,267.4, 24.5,        5994,    5.2, 478.13,-33.803387,154.905695,-18.6,   41.3,                  
        1025,     6000, 477.80,-18.8, 30.73,-31.9,267.6, 24.6,        5999,    5.3, 477.80,-33.803379,154.905958,-18.7,   41.3,                  
        1026,     6005, 477.45,-18.8, 30.51,-32.0,267.8, 24.6,        6005,    5.4, 477.45,-33.803374,154.906221,-18.7,   41.3,                  
        1027,     6011, 477.10,-18.9, 30.18,-32.1,268.0, 24.7,        6010,    5.6, 477.10,-33.803371,154.906486,-18.8,   41.3,                  
        1028,     6016, 476.72,-18.9, 29.96,-32.2,268.1, 24.7,        6016,    5.9, 476.72,-33.803368,154.906752,-18.8,   41.4,                  
        1029,     6023, 476.31,-18.9, 29.97,-32.3,268.3, 24.7,        6023,    6.1, 476.31,-33.803365,154.907018,-18.9,   41.4,                  
        1030,     6029, 475.93,-19.0, 30.03,-32.3,268.4, 24.8,        6029,    6.2, 475.93,-33.803360,154.907286,-18.9,   41.4,                  
        1031,     6035, 475.54,-19.0, 30.05,-32.3,268.5, 24.8,        6035,    6.1, 475.54,-33.803356,154.907557,-18.9,   41.4,                  
        1032,     6041, 475.15,-19.0, 30.03,-32.3,268.6, 24.9,        6041,    5.9, 475.15,-33.803351,154.907829,-19.0,   41.5,                  
        1033,     6046, 474.80,-19.1, 29.95,-32.4,268.7, 25.0,        6046,    5.6, 474.80,-33.803349,154.908102,-19.0,   41.5,                  
        1034,     6052, 474.45,-19.1, 29.77,-32.5,268.8, 25.0,        6052,    5.5, 474.45,-33.803348,154.908374,-19.1,   41.5,                  
        1035,     6057, 474.12,-19.2, 29.43,-32.7,268.9, 25.1,        6057,    5.7, 474.12,-33.803349,154.908644,-19.1,   41.5,                  
        1036,     6064, 473.74,-19.2, 29.02,-32.9,268.9, 25.2,        6063,    6.2, 473.74,-33.803350,154.908913,-19.1,   41.5,                  
        1037,     6070, 473.29,-19.3, 28.59,-33.0,269.0, 25.2,        6070,    6.7, 473.29,-33.803350,154.909183,-19.2,   41.5,                  
        1038,     6077, 472.83,-19.3, 28.16,-33.2,269.0, 25.3,        6077,    6.7, 472.83,-33.803350,154.909454,-19.2,   41.6,                  
        1039,     6083, 472.43,-19.3, 27.71,-33.4,269.0, 25.4,        6083,    6.1, 472.43,-33.803349,154.909726,-19.2,   41.6,                  
        1040,     6088, 472.11,-19.3, 27.23,-33.6,269.0, 25.5,        6088,    5.3, 472.11,-33.803349,154.909998,-19.3,   41.7,                  
        1041,     6093, 471.83,-19.3, 26.88,-33.7,269.0, 25.6,        6093,    4.7, 471.83,-33.803351,154.910267,-19.3,   41.7,                  
        1042,     6098, 471.56,-19.4, 26.72,-33.8,268.9, 25.6,        6098,    4.7, 471.56,-33.803355,154.910533,-19.3,   41.8,                  
        1043,     6103, 471.23,-19.4, 26.68,-33.9,268.9, 25.7,        6102,    5.0, 471.23,-33.803357,154.910795,-19.3,   41.8,                  
        1044,     6108, 470.89,-19.4, 26.58,-34.0,268.8, 25.8,        6108,    5.4, 470.89,-33.803355,154.911057,-19.4,   41.8,                  
        1045,     6114, 470.50,-19.5, 26.21,-34.1,268.7, 25.9,        6114,    5.6, 470.50,-33.803348,154.911323,-19.4,   41.8,                  
        1046,     6119, 470.15,-19.5, 25.51,-34.4,268.6, 26.0,        6119,    5.6, 470.15,-33.803336,154.911595,-19.4,   41.9,                  
        1047,     6125, 469.83,-19.5, 24.53,-34.8,268.5, 26.1,        6125,    5.4, 469.83,-33.803323,154.911873,-19.4,   42.0,                  
        1048,     6130, 469.49,-19.4, 23.71,-35.1,268.3, 26.2,        6130,    5.4, 469.49,-33.803312,154.912156,-19.4,   42.0,                  
        1049,     6136, 469.13,-19.5, 23.50,-35.2,268.2, 26.3,        6136,    5.6, 469.13,-33.803308,154.912443,-19.4,   42.1,                  
        1050,     6141, 468.76,-19.5, 23.68,-35.2,268.0, 26.4,        6141,    5.8, 468.76,-33.803308,154.912730,-19.4,   42.1,                  
        1051,     6147, 468.39,-19.5, 23.85,-35.1,267.9, 26.5,        6147,    5.9, 468.39,-33.803310,154.913019,-19.5,   42.1,                  
        1052,     6153, 468.00,-19.6, 23.89,-35.2,267.7, 26.6,        6153,    6.0, 468.00,-33.803311,154.913311,-19.5,   42.2,                  
        1053,     6159, 467.63,-19.6, 23.77,-35.2,267.6, 26.7,        6159,    6.0, 467.63,-33.803310,154.913609,-19.6,   42.2,                  
        1054,     6166, 467.25,-19.7, 23.46,-35.4,267.4, 26.7,        6166,    6.1, 467.25,-33.803307,154.913910,-19.6,   42.2,                  
        1055,     6172, 466.86,-19.7, 23.04,-35.6,267.2, 26.8,        6172,    6.2, 466.86,-33.803303,154.914215,-19.6,   42.3,                  
        1056,     6178, 466.45,-19.7, 22.62,-35.8,267.0, 26.8,        6178,    6.3, 466.45,-33.803297,154.914522,-19.7,   42.3,                  
        1057,     6184, 466.05,-19.7, 22.45,-35.9,266.9, 26.9,        6184,    6.2, 466.05,-33.803288,154.914828,-19.7,   42.4,                  
        1058,     6190, 465.69,-19.8, 22.51,-35.9,266.7, 26.9,        6190,    6.0, 465.69,-33.803277,154.915135,-19.7,   42.4,                  
        1059,     6196, 465.33,-19.8, 22.67,-35.9,266.6, 27.0,        6196,    5.9, 465.33,-33.803262,154.915441,-19.8,   42.4,                  
        1060,     6202, 464.94,-19.9, 22.86,-35.9,266.4, 27.0,        6202,    5.9, 464.94,-33.803241,154.915745,-19.8,   42.4,                  
        1061,     6208, 464.58,-19.9, 23.05,-35.8,266.3, 27.0,        6208,    5.8, 464.58,-33.803214,154.916048,-19.9,   42.4,                  
        1062,     6214, 464.23,-20.0, 23.16,-35.8,266.2, 27.0,        6214,    5.7, 464.23,-33.803182,154.916349,-19.9,   42.4,                  
        1063,     6219, 463.87,-20.0, 23.21,-35.8,266.0, 27.0,        6219,    5.6, 463.87,-33.803147,154.916650,-20.0,   42.4,T                 
        1064,     6225, 463.52,-20.1, 23.29,-35.8,265.9, 27.0,        6225,    5.4, 463.52,-33.803110,154.916947,-20.0,   42.4,                  
        1065,     6230, 463.20,-20.1, 23.37,-35.8,265.9, 26.9,        6230,    5.2, 463.20,-33.803072,154.917238,-20.0,   42.4,                  
        1066,     6235, 462.89,-20.2, 23.40,-35.9,265.8, 26.9,        6235,    5.2, 462.89,-33.803037,154.917521,-20.1,   42.4,                  
        1067,     6241, 462.56,-20.2, 23.36,-35.9,265.7, 26.9,        6240,    5.5, 462.56,-33.803007,154.917795,-20.2,   42.4,                  
        1068,     6247, 462.18,-20.3, 23.22,-36.1,265.7, 26.8,        6246,    5.9, 462.18,-33.802984,154.918063,-20.2,   42.4,                  
        1069,     6253, 461.77,-20.3, 23.04,-36.2,265.6, 26.8,        6253,    6.2, 461.77,-33.802969,154.918331,-20.3,   42.4,                  
        1070,     6259, 461.37,-20.4, 22.84,-36.3,265.6, 26.8,        6259,    6.3, 461.37,-33.802958,154.918603,-20.3,   42.4,                  
        1071,     6265, 460.99,-20.4, 22.70,-36.4,265.6, 26.7,        6265,    6.3, 460.99,-33.802949,154.918885,-20.4,   42.5,                  
        1072,     6272, 460.60,-20.5, 22.71,-36.5,265.6, 26.7,        6272,    6.3, 460.60,-33.802942,154.919177,-20.4,   42.5,                  
        1073,     6278, 460.22,-20.6, 22.80,-36.5,265.7, 26.6,        6278,    6.4, 460.22,-33.802932,154.919476,-20.5,   42.5,                  
        1074,     6285, 459.80,-20.6, 22.84,-36.5,265.7, 26.6,        6285,    6.6, 459.80,-33.802917,154.919777,-20.6,   42.5,                  
        1075,     6291, 459.37,-20.7, 22.81,-36.6,265.8, 26.5,        6291,    6.6, 459.37,-33.802896,154.920075,-20.6,   42.5,                  
        1076,     6298, 458.96,-20.8, 22.68,-36.7,265.8, 26.5,        6298,    6.5, 458.96,-33.802869,154.920364,-20.7,   42.5,                  
        1077,     6304, 458.58,-20.8, 22.51,-36.8,265.9, 26.5,        6304,    6.3, 458.58,-33.802840,154.920644,-20.8,   42.5,                  
        1078,     6310, 458.22,-20.9, 22.39,-36.9,266.0, 26.4,        6310,    6.2, 458.22,-33.802813,154.920915,-20.8,   42.5,                  
        1079,     6317, 457.84,-20.9, 22.32,-37.0,266.1, 26.4,        6316,    6.3, 457.84,-33.802792,154.921184,-20.9,   42.5,                  
        1080,     6323, 457.41,-21.0, 22.31,-37.1,266.2, 26.4,        6323,    6.4, 457.41,-33.802780,154.921458,-20.9,   42.5,                  
        1081,     6329, 457.01,-21.1, 22.34,-37.1,266.3, 26.4,        6329,    6.3, 457.01,-33.802775,154.921740,-21.0,   42.5,                  
        1082,     6335, 456.65,-21.1, 22.31,-37.2,266.4, 26.4,        6335,    5.9, 456.65,-33.802774,154.922028,-21.0,   42.5,                  
        1083,     6341, 456.32,-21.1, 22.12,-37.3,266.5, 26.4,        6341,    5.7, 456.32,-33.802773,154.922318,-21.1,   42.5,                  
        1084,     6347, 455.98,-21.2, 21.85,-37.5,266.6, 26.4,        6346,    5.7, 455.98,-33.802768,154.922606,-21.1,   42.5,                  
        1085,     6352, 455.59,-21.2, 21.68,-37.6,266.7, 26.4,        6352,    5.9, 455.59,-33.802756,154.922888,-21.2,   42.5,                  
        1086,     6358, 455.20,-21.3, 21.63,-37.6,266.8, 26.4,        6358,    5.9, 455.20,-33.802737,154.923165,-21.2,   42.5,                  
        1087,     6364, 454.86,-21.3, 21.70,-37.6,267.0, 26.5,        6364,    5.8, 454.86,-33.802713,154.923440,-21.3,   42.6,                  
        1088,     6370, 454.53,-21.4, 21.82,-37.6,267.1, 26.5,        6370,    5.7, 454.53,-33.802690,154.923714,-21.3,   42.6,                  
        1089,     6376, 454.18,-21.4, 21.98,-37.6,267.2, 26.5,        6375,    5.7, 454.18,-33.802672,154.923987,-21.4,   42.6,                  
        1090,     6381, 453.81,-21.5, 22.17,-37.6,267.3, 26.6,        6381,    5.8, 453.81,-33.802661,154.924259,-21.4,   42.6,                  
        1091,     6387, 453.45,-21.5, 22.34,-37.5,267.5, 26.6,        6387,    5.7, 453.45,-33.802654,154.924532,-21.5,   42.6,                  
        1092,     6392, 453.12,-21.6, 22.46,-37.5,267.6, 26.7,        6393,    5.5, 453.12,-33.802647,154.924808,-21.5,   42.6,                  
        1093,     6398, 452.79,-21.6, 22.51,-37.5,267.7, 26.7,        6398,    5.4, 452.79,-33.802638,154.925088,-21.6,   42.6,          PiTiUi  
        1094,     6403, 452.46,-21.7, 22.57,-37.6,267.7, 26.8,        6403,    5.3, 452.46,-33.802623,154.925374,-21.6,   42.6,                  
        1095,     6409, 452.12,-21.7, 22.65,-37.6,267.8, 26.8,        6408,    5.4, 452.12,-33.802603,154.925667,-21.7,   42.6,                  
        1096,     6414, 451.81,-21.8, 22.78,-37.6,268.0, 26.9,        6414,    5.6, 451.81,-33.802583,154.925967,-21.7,   42.6,                  
        1097,     6420, 451.44,-21.8, 22.99,-37.5,268.1, 27.0,        6420,    6.3, 451.44,-33.802566,154.926268,-21.8,   42.6,                  
        1098,     6428, 450.98,-21.9, 23.32,-37.4,268.2, 27.1,        6427,    7.1, 450.98,-33.802556,154.926569,-21.9,   42.6,                  
        1099,     6435, 450.50,-22.0, 23.66,-37.4,268.3, 27.2,        6435,    7.6, 450.50,-33.802552,154.926867,-22.0,   42.6,                  
        1100,     6443, 450.01,-22.1, 23.87,-37.3,268.4, 27.3,        6443,    7.3, 450.01,-33.802550,154.927163,-22.0,   42.6,                  
        1101,     6449, 449.62,-22.1, 23.91,-37.4,268.5, 27.3,        6449,    6.5, 449.62,-33.802549,154.927454,-22.1,   42.6,                  
        1102,     6455, 449.31,-22.1, 23.78,-37.4,268.6, 27.4,        6455,    5.7, 449.31,-33.802551,154.927741,-22.1,   42.7,                  
        1103,     6460, 449.00,-22.2, 23.65,-37.5,268.6, 27.5,        6460,    5.3, 449.00,-33.802558,154.928022,-22.1,   42.7,                  
        1104,     6465, 448.66,-22.2, 23.62,-37.6,268.7, 27.5,        6465,    5.3, 448.66,-33.802571,154.928299,-22.2,   42.7,          PiTiUi  
        1105,     6471, 448.32,-22.3, 23.64,-37.6,268.7, 27.6,        6471,    5.4, 448.32,-33.802586,154.928579,-22.2,   42.7,                  
        1106,     6477, 447.97,-22.3, 23.61,-37.7,268.7, 27.6,        6476,    5.6, 447.97,-33.802599,154.928867,-22.3,   42.7,                  
        1107,     6482, 447.62,-22.4, 23.51,-37.7,268.8, 27.7,        6482,    5.9, 447.62,-33.802606,154.929165,-22.3,   42.7,                  
        1108,     6489, 447.26,-22.4, 23.29,-37.9,268.8, 27.7,        6488,    6.2, 447.26,-33.802605,154.929473,-22.4,   42.7,                  
        1109,     6495, 446.84,-22.5, 22.99,-38.1,268.8, 27.8,        6495,    6.5, 446.84,-33.802596,154.929788,-22.4,   42.8,                  
        1110,     6502, 446.42,-22.5, 22.65,-38.2,268.8, 27.8,        6502,    6.6, 446.42,-33.802583,154.930105,-22.5,   42.8,                  
        1111,     6508, 446.03,-22.6, 22.27,-38.5,268.8, 27.8,        6508,    6.5, 446.03,-33.802569,154.930420,-22.5,   42.8,                  
        1112,     6514, 445.66,-22.6, 21.88,-38.7,268.8, 27.9,        6515,    6.2, 445.66,-33.802558,154.930733,-22.6,   42.8,                  
        1113,     6520, 445.30,-22.6, 21.55,-38.8,268.8, 27.9,        6520,    5.9, 445.30,-33.802551,154.931046,-22.6,   42.8,                  
        1114,     6526, 444.96,-22.7, 21.33,-39.0,268.7, 27.9,        6526,    5.7, 444.96,-33.802547,154.931361,-22.6,   42.9,                  
        1115,     6532, 444.62,-22.7, 21.23,-39.1,268.7, 27.9,        6532,    5.5, 444.62,-33.802546,154.931680,-22.7,   42.9,                  
        1116,     6537, 444.30,-22.8, 21.23,-39.1,268.6, 27.9,        6537,    5.4, 444.30,-33.802547,154.932000,-22.7,   42.9,                  
        1117,     6542, 443.97,-22.8, 21.26,-39.1,268.5, 27.9,        6542,    5.5, 443.97,-33.802547,154.932322,-22.8,   42.9,                  
        1118,     6548, 443.64,-22.9, 21.26,-39.2,268.4, 27.9,        6548,    5.7, 443.64,-33.802547,154.932642,-22.8,   42.9,                  
        1119,     6554, 443.27,-22.9, 21.22,-39.2,268.4, 27.9,        6554,    6.0, 443.27,-33.802544,154.932956,-22.9,   42.9,                  
        1120,     6560, 442.88,-23.0, 21.18,-39.3,268.3, 27.8,        6560,    6.1, 442.88,-33.802540,154.933260,-23.0,   42.9,                  
        1121,     6566, 442.52,-23.0, 21.12,-39.4,268.2, 27.8,        6566,    5.9, 442.52,-33.802533,154.933554,-23.0,   42.9,                  
