Elapsed time,HeightMSL,      P, Temp,   RH, Dewp,  Dir,Speed,GpsHeightMSL,AscRate,     Pc,       Lat,       Lon, VirT,PotTemp,          KeyFlags
           s,        m,    hPa,   °C,    %,   °C,    °,  m/s,           m,    m/s,    hPa,         °,         °,   °C,     °C,                  
        1089,     5902, 486.22,-16.5,51.72,-24.2,231.0, 17.4,        5902,    6.5, 486.22,-33.848480,154.457851,-16.4,   42.5,                  
        1090,     5908, 485.83,-16.6,51.65,-24.3,231.0, 17.4,        5908,    6.1, 485.83,-33.848382,154.457988,-16.4,   42.5,                  
        1091,     5914, 485.46,-16.6,51.67,-24.3,231.0, 17.4,        5914,    5.9, 485.46,-33.848279,154.458131,-16.5,   42.5,                  
        1092,     5920, 485.08,-16.7,51.84,-24.3,231.1, 17.4,        5920,    5.9, 485.08,-33.848173,154.458277,-16.5,   42.5,                  
        1093,     5926, 484.69,-16.8,52.20,-24.3,231.1, 17.4,        5926,    5.9, 484.69,-33.848065,154.458424,-16.6,   42.5,                  
        1094,     5932, 484.30,-16.8,52.65,-24.2,231.2, 17.4,        5932,    6.0, 484.30,-33.847957,154.458573,-16.6,   42.5,                  
        1095,     5938, 483.90,-16.9,52.98,-24.2,231.3, 17.3,        5938,    6.2, 483.90,-33.847851,154.458722,-16.7,   42.5,                  
        1096,     5944, 483.50,-16.9,53.00,-24.3,231.3, 17.3,        5944,    6.3, 483.50,-33.847747,154.458874,-16.8,   42.5,                  
        1097,     5951, 483.09,-17.0,52.70,-24.4,231.4, 17.3,        5950,    6.5, 483.09,-33.847646,154.459025,-16.8,   42.5,                  
        1098,     5957, 482.65,-17.0,52.22,-24.5,231.5, 17.3,        5957,    6.6, 482.65,-33.847547,154.459174,-16.8,   42.6,                  
        1099,     5964, 482.23,-17.1,51.73,-24.7,231.6, 17.3,        5964,    6.7, 482.23,-33.847451,154.459320,-16.9,   42.6,                  
        1100,     5971, 481.79,-17.1,51.27,-24.8,231.7, 17.3,        5971,    6.7, 481.79,-33.847359,154.459461,-16.9,   42.6,                  
        1101,     5977, 481.36,-17.1,50.75,-24.9,231.9, 17.3,        5977,    6.6, 481.36,-33.847272,154.459598,-16.9,   42.7,                  
        1102,     5984, 480.95,-17.1,50.10,-25.1,232.0, 17.3,        5984,    6.3, 480.95,-33.847191,154.459733,-17.0,   42.7,                  
        1103,     5990, 480.58,-17.1,49.30,-25.3,232.1, 17.3,        5990,    6.1, 480.58,-33.847112,154.459869,-17.0,   42.8,                  
        1104,     5996, 480.20,-17.1,48.53,-25.4,232.3, 17.3,        5996,    6.1, 480.20,-33.847031,154.460009,-17.0,   42.9,                  
        1105,     6002, 479.79,-17.2,48.01,-25.6,232.5, 17.3,        6002,    6.1, 479.79,-33.846945,154.460154,-17.0,   42.9,                  
        1106,     6008, 479.41,-17.2,47.86,-25.7,232.6, 17.4,        6008,    6.2, 479.41,-33.846849,154.460304,-17.0,   42.9,                  
        1107,     6014, 479.00,-17.2,47.94,-25.7,232.8, 17.4,        6014,    6.3, 479.00,-33.846746,154.460456,-17.1,   43.0,                  
