Elapsed time,HeightMSL,      P, Temp,   RH, Dewp,  Dir,Speed,GpsHeightMSL,AscRate,     Pc,       Lat,       Lon, VirT,PotTemp,          KeyFlags
           s,        m,    hPa,   °C,    %,   °C,    °,  m/s,           m,    m/s,    hPa,         °,         °,   °C,     °C,                  
         185,      978, 903.49,  8.9,85.38,  6.5,222.0,  9.3,         978,    5.6, 903.49,-33.529739,154.343894, 10.0,   17.2,                  
         186,      983, 902.94,  8.8,85.47,  6.5,221.6,  9.2,         983,    5.2, 902.94,-33.529687,154.343955, 10.0,   17.2,                  
         187,      988, 902.41,  8.7,85.68,  6.5,221.2,  9.2,         988,    4.8, 902.41,-33.529638,154.344015,  9.9,   17.2,                  
         188,      992, 901.93,  8.7,85.90,  6.5,220.8,  9.2,         992,    4.6, 901.93,-33.529588,154.344072,  9.9,   17.2,                  
         189,      997, 901.47,  8.7,86.24,  6.5,220.5,  9.1,         997,    4.7, 901.47,-33.529533,154.344126,  9.8,   17.2,                  
         190,     1002, 900.89,  8.6,86.75,  6.5,220.1,  9.1,        1002,    4.9, 900.89,-33.529473,154.344178,  9.8,   17.2,                  
         191,     1007, 900.31,  8.6,86.93,  6.5,219.8,  9.1,        1007,    5.1, 900.31,-33.529410,154.344232,  9.7,   17.2,                  
         192,     1012, 899.77,  8.5,86.89,  6.5,219.5,  9.1,        1012,    5.1, 899.77,-33.529346,154.344288,  9.7,   17.2,                  
         193,     1017, 899.21,  8.5,86.97,  6.4,219.2,  9.1,        1017,    5.0, 899.21,-33.529283,154.344342,  9.6,   17.2,                  
         194,     1022, 898.69,  8.4,87.18,  6.4,218.9,  9.1,        1022,    4.9, 898.69,-33.529221,154.344393,  9.6,   17.2,                  
         195,     1027, 898.17,  8.4,87.72,  6.5,218.7,  9.1,        1027,    4.8, 898.17,-33.529156,154.344441,  9.5,   17.2,                  
         196,     1032, 897.66,  8.3,88.23,  6.5,218.4,  9.1,        1032,    4.7, 897.66,-33.529086,154.344492,  9.5,   17.2,                  
         197,     1037, 897.15,  8.3,88.32,  6.5,218.2,  9.1,        1036,    4.8, 897.15,-33.529014,154.344550,  9.4,   17.2,                  
         198,     1042, 896.61,  8.2,88.37,  6.4,218.0,  9.1,        1041,    5.0, 896.61,-33.528945,154.344614,  9.4,   17.2,                  
         199,     1047, 896.03,  8.2,88.65,  6.4,217.9,  9.1,        1047,    5.3, 896.03,-33.528880,154.344678,  9.3,   17.2,                  
         200,     1052, 895.43,  8.1,89.08,  6.4,217.8,  9.1,        1052,    5.5, 895.43,-33.528816,154.344741,  9.3,   17.2,                  
         201,     1058, 894.83,  8.1,89.43,  6.5,217.7,  9.1,        1058,    5.5, 894.83,-33.528752,154.344801,  9.2,   17.2,                  
         202,     1063, 894.23,  8.0,89.70,  6.4,217.6,  9.2,        1063,    5.3, 894.23,-33.528686,154.344861,  9.2,   17.2,                  
         203,     1068, 893.68,  8.0,89.71,  6.4,217.5,  9.2,        1068,    5.1, 893.68,-33.528621,154.344924,  9.1,   17.2,                  
         204,     1073, 893.17,  7.9,89.41,  6.3,217.5,  9.2,        1073,    4.9, 893.17,-33.528556,154.344988,  9.1,   17.2,                  
         205,     1078, 892.67,  7.9,89.02,  6.2,217.5,  9.2,        1078,    4.9, 892.67,-33.528490,154.345050,  9.0,   17.2,                  
         206,     1083, 892.10,  7.9,89.00,  6.2,217.5,  9.2,        1083,    5.2, 892.10,-33.528422,154.345111,  9.0,   17.3,                  
         207,     1089, 891.48,  7.8,89.70,  6.2,217.5,  9.3,        1089,    5.6, 891.48,-33.528350,154.345170,  9.0,   17.2,                  
         208,     1095, 890.84,  7.8,89.95,  6.2,217.6,  9.3,        1095,    5.9, 890.84,-33.528276,154.345231,  8.9,   17.2,                  
         209,     1101, 890.20,  7.7,89.63,  6.1,217.6,  9.3,        1101,    6.1, 890.20,-33.528204,154.345295,  8.9,   17.3,                  
         210,     1107, 889.52,  7.7,89.10,  6.0,217.7,  9.3,        1107,    6.1, 889.52,-33.528135,154.345360,  8.8,   17.3,                  
         211,     1113, 888.86,  7.7,88.60,  5.9,217.8,  9.3,        1113,    5.8, 888.86,-33.528068,154.345425,  8.8,   17.3,                  
         212,     1118, 888.28,  7.6,88.50,  5.9,217.9,  9.3,        1118,    5.4, 888.28,-33.528000,154.345487,  8.8,   17.4,                  
         213,     1123, 887.80,  7.6,88.85,  5.9,218.0,  9.3,        1123,    5.0, 887.80,-33.527930,154.345550,  8.7,   17.3,                  
         214,     1128, 887.27,  7.5,89.43,  5.9,218.1,  9.3,        1128,    5.1, 887.27,-33.527859,154.345613,  8.7,   17.3,                  
         215,     1134, 886.67,  7.5,90.02,  6.0,218.2,  9.3,        1134,    5.4, 886.67,-33.527792,154.345674,  8.6,   17.4,                  
         216,     1139, 886.05,  7.4,90.65,  6.0,218.4,  9.3,        1139,    5.4, 886.05,-33.527729,154.345732,  8.6,   17.3,                  
         217,     1144, 885.45,  7.4,91.16,  6.0,218.5,  9.3,        1144,    5.2, 885.45,-33.527664,154.345787,  8.5,   17.3,                  
         218,     1149, 884.96,  7.3,90.90,  5.9,218.6,  9.3,        1149,    4.8, 884.96,-33.527597,154.345841,  8.4,   17.3,                  
         219,     1154, 884.53,  7.3,90.01,  5.8,218.7,  9.3,        1153,    4.6, 884.53,-33.527526,154.345899,  8.4,   17.3,                  
         220,     1159, 884.05,  7.3,89.41,  5.7,218.8,  9.3,        1158,    5.0, 884.05,-33.527455,154.345961,  8.4,   17.4,                  
         221,     1164, 883.36,  7.3,89.23,  5.6,218.9,  9.2,        1164,    5.8, 883.36,-33.527387,154.346027,  8.4,   17.4,                  
         222,     1171, 882.62,  7.2,89.30,  5.6,218.9,  9.2,        1171,    6.2, 882.62,-33.527323,154.346094,  8.3,   17.4,                  
         223,     1177, 881.97,  7.2,89.44,  5.5,219.0,  9.2,        1177,    6.3, 881.97,-33.527262,154.346161,  8.3,   17.5,                  
         224,     1183, 881.36,  7.1,89.51,  5.5,219.0,  9.2,        1183,    6.1, 881.36,-33.527205,154.346229,  8.2,   17.5,                  
         225,     1189, 880.71,  7.1,89.57,  5.5,219.0,  9.2,        1189,    6.1, 880.71,-33.527151,154.346298,  8.1,   17.5,                  
         226,     1195, 880.05,  7.0,89.77,  5.4,219.0,  9.2,        1195,    6.0, 880.05,-33.527100,154.346366,  8.1,   17.5,                  
         227,     1201, 879.42,  6.9,90.07,  5.4,218.9,  9.2,        1201,    6.0, 879.42,-33.527047,154.346431,  8.0,   17.5,                  
         228,     1207, 878.80,  6.9,90.28,  5.4,218.9,  9.2,        1207,    5.8, 878.80,-33.526991,154.346495,  8.0,   17.5,                  
         229,     1213, 878.18,  6.8,90.42,  5.4,218.8,  9.2,        1213,    5.6, 878.18,-33.526930,154.346558,  7.9,   17.5,                  
         230,     1218, 877.61,  6.8,90.69,  5.4,218.7,  9.2,        1218,    5.4, 877.61,-33.526868,154.346620,  7.9,   17.5,                  
         231,     1223, 877.06,  6.7,91.13,  5.4,218.6,  9.2,        1223,    5.3, 877.06,-33.526805,154.346682,  7.8,   17.5,                  
         232,     1228, 876.50,  6.7,91.53,  5.4,218.4,  9.2,        1228,    5.1, 876.50,-33.526743,154.346740,  7.8,   17.5,                  
         233,     1233, 875.95,  6.6,91.82,  5.4,218.2,  9.3,        1233,    5.0, 875.95,-33.526677,154.346793,  7.7,   17.5,                  
         234,     1238, 875.45,  6.6,92.02,  5.4,218.0,  9.3,        1238,    4.9, 875.45,-33.526606,154.346845,  7.7,   17.5,                  
         235,     1243, 874.96,  6.5,92.14,  5.4,217.8,  9.3,        1243,    5.0, 874.96,-33.526532,154.346901,  7.6,   17.5,                  
         236,     1249, 874.37,  6.5,92.15,  5.3,217.5,  9.3,        1248,    5.2, 874.37,-33.526458,154.346965,  7.6,   17.5,                  
         237,     1254, 873.78,  6.5,92.13,  5.3,217.3,  9.3,        1254,    5.4, 873.78,-33.526389,154.347035,  7.5,   17.5,TU                
         238,     1259, 873.18,  6.4,92.02,  5.2,217.0,  9.3,        1259,    5.4, 873.18,-33.526327,154.347108,  7.5,   17.5,                  
         239,     1265, 872.64,  6.4,91.70,  5.2,216.7,  9.4,        1265,    5.3, 872.64,-33.526268,154.347176,  7.5,   17.5,                  
         240,     1270, 872.11,  6.4,91.28,  5.1,216.4,  9.4,        1270,    5.4, 872.11,-33.526207,154.347238,  7.4,   17.6,                  
         241,     1276, 871.49,  6.3,91.16,  5.0,216.1,  9.4,        1276,    5.7, 871.49,-33.526139,154.347296,  7.4,   17.6,                  
         242,     1282, 870.83,  6.3,91.20,  5.0,215.7,  9.4,        1282,    6.1, 870.83,-33.526065,154.347353,  7.3,   17.6,                  
         243,     1288, 870.13,  6.2,91.55,  5.0,215.4,  9.5,        1288,    6.5, 870.13,-33.525988,154.347412,  7.3,   17.6,                  
         244,     1295, 869.43,  6.2,91.92,  5.0,215.1,  9.5,        1295,    6.7, 869.43,-33.525912,154.347471,  7.2,   17.6,                  
         245,     1302, 868.71,  6.1,91.83,  4.9,214.8,  9.5,        1302,    6.7, 868.71,-33.525837,154.347530,  7.2,   17.6,                  
         246,     1308, 867.99,  6.1,91.48,  4.8,214.5,  9.5,        1308,    6.4, 867.99,-33.525762,154.347591,  7.1,   17.6,                  
         247,     1314, 867.39,  6.0,91.23,  4.7,214.2,  9.6,        1314,    5.9, 867.39,-33.525690,154.347653,  7.1,   17.7,                  
         248,     1320, 866.84,  6.0,91.32,  4.7,214.0,  9.6,        1320,    5.6, 866.84,-33.525624,154.347717,  7.0,   17.7,                  
         249,     1325, 866.27,  6.0,91.71,  4.7,213.8,  9.6,        1325,    5.5, 866.27,-33.525564,154.347779,  7.0,   17.7,                  
         250,     1331, 865.66,  5.9,92.16,  4.7,213.6,  9.7,        1331,    5.5, 865.66,-33.525506,154.347834,  7.0,   17.7,                  
         251,     1336, 865.07,  5.9,92.72,  4.8,213.4,  9.7,        1336,    5.4, 865.07,-33.525444,154.347880,  6.9,   17.7,                  
         252,     1341, 864.54,  5.8,93.42,  4.8,213.3,  9.7,        1341,    5.2, 864.54,-33.525372,154.347922,  6.9,   17.7,                  
         253,     1346, 863.99,  5.7,93.68,  4.8,213.2,  9.7,        1346,    5.1, 863.99,-33.525289,154.347961,  6.8,   17.7,  d v             
         254,     1352, 863.44,  5.7,92.94,  4.6,213.2,  9.8,        1351,    5.1, 863.44,-33.525201,154.348004,  6.7,   17.7,                  
         255,     1357, 862.92,  5.7,91.72,  4.5,213.2,  9.8,        1357,    5.2, 862.92,-33.525112,154.348056,  6.8,   17.8,                  
         256,     1362, 862.37,  5.7,91.33,  4.4,213.3,  9.8,        1362,    5.6, 862.37,-33.525028,154.348116,  6.8,   17.8,                  
         257,     1368, 861.73,  5.7,91.70,  4.4,213.4,  9.9,        1368,    6.0, 861.73,-33.524951,154.348180,  6.7,   17.8,                  
         258,     1375, 861.03,  5.6,92.03,  4.4,213.6,  9.9,        1375,    6.2, 861.03,-33.524879,154.348244,  6.6,   17.8,                  
         259,     1380, 860.33,  5.6,91.90,  4.4,213.8,  9.9,        1381,    6.0, 860.33,-33.524808,154.348307,  6.6,   17.9,                  
         260,     1386, 859.81,  5.6,90.92,  4.2,214.1,  9.9,        1386,    5.3, 859.81,-33.524737,154.348368,  6.6,   17.9,                  
         261,     1391, 859.38,  5.6,89.36,  4.0,214.5, 10.0,        1391,    5.0, 859.38,-33.524662,154.348426,  6.6,   18.0,                  
         262,     1396, 858.81,  5.7,87.99,  3.8,214.9, 10.0,        1396,    5.2, 858.81,-33.524585,154.348478,  6.7,   18.1,                  
         263,     1402, 858.19,  5.7,87.49,  3.8,215.3, 10.0,        1402,    5.9, 858.19,-33.524505,154.348522,  6.7,   18.2,                  
         264,     1408, 857.48,  5.7,87.71,  3.8,215.8, 10.1,        1408,    6.5, 857.48,-33.524425,154.348562,  6.7,   18.2,                  
         265,     1415, 856.76,  5.6,87.15,  3.6,216.4, 10.1,        1415,    6.8, 856.76,-33.524343,154.348605,  6.6,   18.2,                  
         266,     1422, 856.05,  5.6,84.57,  3.2,217.0, 10.2,        1422,    7.0, 856.05,-33.524261,154.348655,  6.5,   18.3,                  
         267,     1429, 855.32,  5.8,81.10,  2.8,217.6, 10.2,        1429,    7.0, 855.32,-33.524182,154.348717,  6.7,   18.6,                  
         268,     1436, 854.59,  5.9,79.35,  2.6,218.2, 10.2,        1436,    7.0, 854.59,-33.524105,154.348789,  6.8,   18.8,                  
         269,     1443, 853.86,  5.9,79.42,  2.6,218.9, 10.3,        1443,    6.9, 853.86,-33.524029,154.348866,  6.8,   18.8,                  
         270,     1450, 853.15,  5.8,80.01,  2.6,219.6, 10.3,        1450,    6.7, 853.15,-33.523950,154.348942,  6.7,   18.8,                  
         271,     1456, 852.51,  5.7,80.44,  2.6,220.2, 10.4,        1456,    6.5, 852.51,-33.523870,154.349017,  6.6,   18.8,                  
         272,     1462, 851.83,  5.7,80.47,  2.6,220.9, 10.4,        1463,    6.2, 851.83,-33.523793,154.349093,  6.6,   18.8,                  
         273,     1468, 851.19,  5.7,79.95,  2.5,221.6, 10.5,        1469,    6.0, 851.19,-33.523723,154.349172,  6.6,   18.9,                  
         274,     1474, 850.63,  5.6,78.56,  2.2,222.3, 10.5,        1474,    5.8, 850.63,-33.523662,154.349252,  6.5,   18.9,                  
         275,     1480, 850.03,  5.7,75.97,  1.8,223.0, 10.6,        1480,    5.9, 850.03,-33.523608,154.349331,  6.6,   19.0,                  
         276,     1486, 849.36,  5.8,73.09,  1.4,223.6, 10.6,        1486,    6.2, 849.36,-33.523554,154.349407,  6.7,   19.2,                  
         277,     1493, 848.71,  5.9,71.15,  1.1,224.2, 10.7,        1493,    6.3, 848.71,-33.523496,154.349485,  6.7,   19.4,                  
         278,     1499, 848.02,  5.9,70.30,  0.9,224.8, 10.7,        1499,    6.3, 848.02,-33.523434,154.349567,  6.7,   19.4,                  
         279,     1505, 847.39,  5.9,69.75,  0.8,225.3, 10.8,        1505,    6.0, 847.39,-33.523370,154.349657,  6.7,   19.5,                  
         280,     1511, 846.82,  5.9,69.28,  0.7,225.8, 10.9,        1511,    5.8, 846.82,-33.523307,154.349751,  6.7,   19.5,                  
         281,     1517, 846.23,  5.9,68.81,  0.6,226.3, 10.9,        1517,    6.0, 846.23,-33.523246,154.349844,  6.7,   19.6,                  
         282,     1523, 845.58,  5.8,67.91,  0.4,226.7, 11.0,        1523,    6.5, 845.58,-33.523181,154.349933,  6.6,   19.6,                  
         283,     1530, 844.83,  5.9,66.08,  0.0,227.1, 11.0,        1530,    7.1, 844.83,-33.523113,154.350023,  6.6,   19.7,                  
         284,     1538, 844.02,  5.9,64.51, -0.2,227.4, 11.1,        1538,    7.6, 844.02,-33.523044,154.350116,  6.7,   19.9,                  
         285,     1546, 843.22,  5.9,64.25, -0.3,227.7, 11.1,        1546,    7.5, 843.22,-33.522976,154.350213,  6.6,   19.9,TU                
         286,     1553, 842.48,  5.8,64.32, -0.4,228.0, 11.1,        1553,    7.1, 842.48,-33.522910,154.350310,  6.6,   19.9,                  
         287,     1559, 841.82,  5.8,64.43, -0.4,228.3, 11.2,        1559,    6.4, 841.82,-33.522844,154.350404,  6.5,   19.9,                  
         288,     1565, 841.26,  5.7,64.66, -0.4,228.5, 11.2,        1565,    5.9, 841.26,-33.522773,154.350497,  6.4,   19.9,                  
         289,     1571, 840.70,  5.6,65.13, -0.4,228.6, 11.2,        1571,    5.8, 840.70,-33.522697,154.350593,  6.4,   19.9,                  
         290,     1577, 840.05,  5.6,65.64, -0.4,228.8, 11.3,        1577,    6.2, 840.05,-33.522621,154.350694,  6.3,   19.9,                  
         291,     1584, 839.34,  5.5,66.07, -0.3,228.9, 11.3,        1583,    6.6, 839.34,-33.522548,154.350798,  6.3,   19.9,                  
         292,     1590, 838.60,  5.4,66.38, -0.3,229.0, 11.3,        1590,    6.8, 838.60,-33.522480,154.350899,  6.2,   19.9,                  
         293,     1597, 837.95,  5.4,66.43, -0.4,229.1, 11.3,        1597,    6.7, 837.95,-33.522416,154.350994,  6.1,   19.9,  d v             
         294,     1604, 837.29,  5.3,66.02, -0.5,229.1, 11.3,        1604,    6.7, 837.29,-33.522351,154.351082,  6.0,   19.9,                  
         295,     1610, 836.56,  5.3,66.12, -0.5,229.2, 11.4,        1610,    6.8, 836.56,-33.522283,154.351167,  6.0,   19.9,                  
         296,     1617, 835.88,  5.2,67.09, -0.4,229.3, 11.4,        1617,    6.8, 835.88,-33.522213,154.351255,  5.9,   19.9,                  
         297,     1624, 835.16,  5.1,67.26, -0.5,229.3, 11.4,        1624,    7.0, 835.16,-33.522147,154.351346,  5.9,   19.9,                  
         298,     1632, 834.42,  5.1,66.15, -0.7,229.4, 11.4,        1632,    7.4, 834.42,-33.522086,154.351439,  5.8,   19.9,                  
         299,     1640, 833.65,  5.0,65.40, -0.9,229.4, 11.4,        1639,    7.8, 833.65,-33.522026,154.351531,  5.7,   19.9,                  
         300,     1648, 832.78,  5.0,64.46, -1.2,229.5, 11.4,        1648,    8.1, 832.78,-33.521966,154.351621,  5.7,   20.0,                  
         301,     1655, 831.91,  4.9,63.88, -1.3,229.5, 11.4,        1656,    7.9, 831.91,-33.521903,154.351714,  5.6,   20.0,                  
         302,     1663, 831.20,  4.8,64.19, -1.3,229.6, 11.4,        1663,    7.2, 831.20,-33.521836,154.351810,  5.5,   20.0,                  
         303,     1669, 830.59,  4.8,64.52, -1.3,229.6, 11.4,        1669,    6.6, 830.59,-33.521766,154.351905,  5.5,   20.0,                  
         304,     1676, 829.92,  4.7,64.59, -1.4,229.7, 11.5,        1676,    6.4, 829.92,-33.521694,154.351994,  5.4,   20.0,                  
         305,     1682, 829.26,  4.6,64.22, -1.5,229.8, 11.5,        1682,    6.4, 829.26,-33.521619,154.352077,  5.3,   20.0,                  
         306,     1689, 828.62,  4.6,63.30, -1.7,229.8, 11.5,        1689,    6.7, 828.62,-33.521545,154.352158,  5.3,   20.0,                  
         307,     1696, 827.92,  4.6,62.86, -1.9,229.9, 11.5,        1696,    7.1, 827.92,-33.521476,154.352240,  5.3,   20.0,                  
         308,     1703, 827.10,  4.5,62.30, -2.1,230.0, 11.5,        1703,    7.4, 827.10,-33.521413,154.352327,  5.2,   20.1,                  
         309,     1711, 826.33,  4.5,60.91, -2.4,230.1, 11.5,        1711,    7.3, 826.33,-33.521355,154.352418,  5.1,   20.1,                  
         310,     1717, 825.67,  4.4,59.85, -2.7,230.1, 11.5,        1718,    6.9, 825.67,-33.521297,154.352513,  5.1,   20.1,                  
         311,     1724, 825.02,  4.4,59.44, -2.8,230.2, 11.5,        1724,    6.6, 825.02,-33.521235,154.352614,  5.0,   20.1,                  
